"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Configuration","VRRM Min (V)","VF Max (V)","IRM Max (uA)","IO(rec) Max (A)","IFSM Max (A)","trr Max (ns)","Cj Max (pF)","Package Type"
"on","二极管和整流器---肖特基二极管及整流器","MBRA2H100","MBRA2H100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRA2H100T3G","http://www.onsemi.com/pub/Collateral/MBRS2H100-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","Single","100","0.79","8","2","130",,,"SMA-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRA2H100","NRVBA2H100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBA2H100T3G","http://www.onsemi.com/pub/Collateral/MBRS2H100-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","Single","100","0.79","8","2","130",,,"SMA-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRA340","MBRA340T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRA340T3G","http://www.onsemi.com/pub/Collateral/MBRA340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","40","0.45","300","3","100",,,"SMA-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRA340","NRVBA340T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBA340T3G","http://www.onsemi.com/pub/Collateral/MBRA340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","40","0.45","300","3","100",,,"SMA-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRAF1540","MBRAF1540T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRAF1540T3G","http://www.onsemi.com/pub/Collateral/MBRAF1540-D.PDF","1.5 A, 40 V Schottky Rectifier","AEC Qualified
Pb-free
Halide free","Active","1.5 A, 40 V Schottky Rectifier","Single","40","0.46","80","1.5","40","-","-","SMA-FL"
"on","二极管和整流器---肖特基二极管及整流器","MBRAF2H100","MBRAF2H100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRAF2H100T3G","http://www.onsemi.com/pub/Collateral/MBRAF2H100-D.PDF","2.0 A, 100 V Schottky Rectifier","AEC Qualified
Pb-free
Halide free","Active","2.0 A, 100 V Schottky Rectifier","Single","100","0.79","8","2","130","-","-","SMA-FL"
"on","二极管和整流器---肖特基二极管及整流器","MBRAF360","MBRAF360T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRAF360T3G","http://www.onsemi.com/pub/Collateral/MBRAF360-D.PDF","3 A, 60 V Schottky Rectifier","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3 A, 60 V Schottky Rectifier","Single","60","0.74","150","3","125","-","-","SMA-FL"
"on","二极管和整流器---肖特基二极管及整流器","MBRAF360","NRVBAF360T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBAF360T3G","http://www.onsemi.com/pub/Collateral/MBRAF360-D.PDF","3 A, 60 V Schottky Rectifier","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3 A, 60 V Schottky Rectifier","Single","60","0.74","150","3","125","-","-","SMA-FL"
"on","二极管和整流器---肖特基二极管及整流器","MBRB1045","MBRB1045G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB1045G","http://www.onsemi.com/pub/Collateral/MBRB1045-D.PDF","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Single","45","0.84","100","10","70
150","-","-","D<sup>2</sup>PAK-3
DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB1045","MBRB1045T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB1045T4G","http://www.onsemi.com/pub/Collateral/MBRB1045-D.PDF","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Single","45","0.84","100","10","70
150","-","-","D<sup>2</sup>PAK-3
DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB1045","MBRD1045T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD1045T4G","http://www.onsemi.com/pub/Collateral/MBRB1045-D.PDF","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Single","45","0.84","100","10","70
150","-","-","D<sup>2</sup>PAK-3
DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB1045","SBRB1045G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRB1045G","http://www.onsemi.com/pub/Collateral/MBRB1045-D.PDF","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Single","45","0.84","100","10","70
150","-","-","D<sup>2</sup>PAK-3
DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB1045","SBRB1045T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRB1045T4G","http://www.onsemi.com/pub/Collateral/MBRB1045-D.PDF","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Single","45","0.84","100","10","70
150","-","-","D<sup>2</sup>PAK-3
DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB1045","SBRD81045T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD81045T4G","http://www.onsemi.com/pub/Collateral/MBRB1045-D.PDF","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 10 A, 45 V","Single","45","0.84","100","10","70
150","-","-","D<sup>2</sup>PAK-3
DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB20100CT","MBRB20100CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB20100CTG","http://www.onsemi.com/pub/Collateral/MBRB20100CT-D.PDF","Schottky Barrier Rectifier, 100 V, 20 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 20 A","Common Cathode","100","0.95","100","20","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB20100CT","MBRB20100CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB20100CTT4G","http://www.onsemi.com/pub/Collateral/MBRB20100CT-D.PDF","Schottky Barrier Rectifier, 100 V, 20 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 20 A","Common Cathode","100","0.95","100","20","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB20100CT","NRVBB20100CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBB20100CTT4G","http://www.onsemi.com/pub/Collateral/MBRB20100CT-D.PDF","Schottky Barrier Rectifier, 100 V, 20 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 20 A","Common Cathode","100","0.95","100","20","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB20100CT","NRVBBS20100CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBBS20100CTT4G","http://www.onsemi.com/pub/Collateral/MBRB20100CT-D.PDF","Schottky Barrier Rectifier, 100 V, 20 A, 20 A, 100 V Schottky Rectifier","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 20 A","Common Cathode","100","0.95","100","20","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2060CT","MBR2060CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR2060CTG","http://www.onsemi.com/pub/Collateral/MBRB2060CT-D.PDF","Schottky Barrier Rectifier, 60 V, 20 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 20 A","Common Cathode","60","0.95","10
150","20","150","-","-","D<sup>2</sup>PAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2060CT","MBRB2060CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB2060CTG","http://www.onsemi.com/pub/Collateral/MBRB2060CT-D.PDF","Schottky Barrier Rectifier, 60 V, 20 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 20 A","Common Cathode","60","0.95","10
150","20","150","-","-","D<sup>2</sup>PAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2060CT","MBRB2060CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB2060CTT4G","http://www.onsemi.com/pub/Collateral/MBRB2060CT-D.PDF","Schottky Barrier Rectifier, 60 V, 20 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 20 A","Common Cathode","60","0.95","10
150","20","150","-","-","D<sup>2</sup>PAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2060CT","NRVBB2060CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBB2060CTT4G","http://www.onsemi.com/pub/Collateral/MBRB2060CT-D.PDF","Schottky Barrier Rectifier, 60 V, 20 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 20 A","Common Cathode","60","0.95","10
150","20","150","-","-","D<sup>2</sup>PAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2535CTL","MBRB2535CTLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB2535CTLG","http://www.onsemi.com/pub/Collateral/MBRB2535CTL-D.PDF","Schottky Barrier Rectifier, 35 V, 25 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 35 V, 25 A","Common Cathode","35","0.55","10000","12.5","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2535CTL","MBRB2535CTLT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB2535CTLT4G","http://www.onsemi.com/pub/Collateral/MBRB2535CTL-D.PDF","Schottky Barrier Rectifier, 35 V, 25 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 35 V, 25 A","Common Cathode","35","0.55","10000","12.5","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2535CTL","NRVBB2535CTLG","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBB2535CTLG","http://www.onsemi.com/pub/Collateral/MBRB2535CTL-D.PDF","Schottky Barrier Rectifier, 35 V, 25 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 35 V, 25 A","Common Cathode","35","0.55","10000","12.5","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB2535CTL","NRVBB2535CTLT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBB2535CTLT4G","http://www.onsemi.com/pub/Collateral/MBRB2535CTL-D.PDF","Schottky Barrier Rectifier, 35 V, 25 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 35 V, 25 A","Common Cathode","35","0.55","10000","12.5","150","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB3030CT","MBRB3030CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB3030CTG","http://www.onsemi.com/pub/Collateral/MBRB3030CT-D.PDF","Schottky Barrier Rectifier, 30 V, 30 A","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 30 V, 30 A","Common Cathode","30","0.67","600","30","200",,,"D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB3030CT","MBRB3030CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB3030CTT4G","http://www.onsemi.com/pub/Collateral/MBRB3030CT-D.PDF","Schottky Barrier Rectifier, 30 V, 30 A","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 30 V, 30 A","Common Cathode","30","0.67","600","30","200",,,"D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB30H30CT-1","MBR30H30CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR30H30CTG","http://www.onsemi.com/pub/Collateral/MBRB30H30CT-1-D.PDF","Schottky Barrier Rectifier, H-Series, 30 V, 30 A","Pb-free","Active","Schottky Barrier Rectifier, H-Series, 30 V, 30 A","Common Cathode","30","0.55","800","30","260","-","-","I<sup>2</sup>PAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB30H30CT-1","MBRB30H30CT-1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB30H30CT-1G","http://www.onsemi.com/pub/Collateral/MBRB30H30CT-1-D.PDF","Schottky Barrier Rectifier, H-Series, 30 V, 30 A","Pb-free","Active","Schottky Barrier Rectifier, H-Series, 30 V, 30 A","Common Cathode","30","0.55","800","30","260","-","-","I<sup>2</sup>PAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB40250TG","MBRB40250TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB40250TG","http://www.onsemi.com/pub/Collateral/MBR40250-D.PDF","Schottky Power Rectifier, Switch-mode, 40 A, 250 V","Pb-free","ActiveNEW","Schottky Power Rectifier, Switch-mode, 40 A, 250 V","Single","250","0.97",,"40","150",,,"D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB40250TG","MBRB40250TT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB40250TT4G","http://www.onsemi.com/pub/Collateral/MBR40250-D.PDF","Schottky Power Rectifier, Switch-mode, 40 A, 250 V","Pb-free","ActiveNEW","Schottky Power Rectifier, Switch-mode, 40 A, 250 V","Single","250","0.97",,"40","150",,,"D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB8H100T4G","MBRB8H100T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRB8H100T4G","http://www.onsemi.com/pub/Collateral/MBRB8H100-D.PDF","Schottky Barrier Rectifier, 100 V, 8.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 8.0 A","Single","100","0.71","4.5","8","250","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRB8H100T4G","NBRB8H100T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NBRB8H100T4G","http://www.onsemi.com/pub/Collateral/MBRB8H100-D.PDF","Schottky Barrier Rectifier, 100 V, 8.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 8.0 A","Single","100","0.71","4.5","8","250","-","-","D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD320","MBRD320G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD320G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 20 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 20 V, 3.0 A","Single","20","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD320","MBRD320RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD320RLG","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 20 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 20 V, 3.0 A","Single","20","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD320","MBRD320T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD320T4G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 20 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 20 V, 3.0 A","Single","20","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD320","SBRD8320G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD8320G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 20 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 20 V, 3.0 A","Single","20","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD320","SBRD8320T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD8320T4G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 20 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 20 V, 3.0 A","Single","20","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD340","MBRD340G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD340G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 40 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 3.0 A","Single","40","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD340","MBRD340RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD340RLG","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 40 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 3.0 A","Single","40","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD340","MBRD340T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD340T4G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 40 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 3.0 A","Single","40","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD340","SBRD8340G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD8340G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 40 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 3.0 A","Single","40","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD340","SBRD8340T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD8340T4G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 40 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 3.0 A","Single","40","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD360","MBRD360G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD360G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 60 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 3.0 A","Single","60","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD360","MBRD360RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD360RLG","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 60 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 3.0 A","Single","60","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD360","MBRD360T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD360T4G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 60 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 3.0 A","Single","60","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD360","SBRD8360G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD8360G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 60 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 3.0 A","Single","60","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD360","SBRD8360RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD8360RLG","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 60 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 3.0 A","Single","60","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD360","SBRD8360T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRD8360T4G","http://www.onsemi.com/pub/Collateral/MBRD320-D.PDF","Schottky Barrier Rectifier, 60 V, 3.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 60 V, 3.0 A","Single","60","0.6","200","3","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD620CT","MBRD620CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD620CTT4G","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Barrier Rectifier, 20 V, 6.0 A","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 20 V, 6.0 A","Common Cathode","20","0.9","100","6","75",,,"DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD640CT","MBRD640CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD640CTT4G","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Barrier Rectifier, 40 V, 6.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 6.0 A","Common Cathode","40","0.9","15","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD640CT","NRVBD640CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBD640CTG","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Barrier Rectifier, 40 V, 6.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 6.0 A","Common Cathode","40","0.9","15","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD640CT","NRVBD640CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBD640CTT4G","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Barrier Rectifier, 40 V, 6.0 A","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Barrier Rectifier, 40 V, 6.0 A","Common Cathode","40","0.9","15","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD660CT","MBRD660CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD660CTG","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Common Cathode","60","0.9","100","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD660CT","MBRD660CTRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD660CTRLG","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Common Cathode","60","0.9","100","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD660CT","MBRD660CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRD660CTT4G","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Common Cathode","60","0.9","100","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD660CT","NRVBD660CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBD660CTG","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Common Cathode","60","0.9","100","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRD660CT","NRVBD660CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBD660CTT4G","http://www.onsemi.com/pub/Collateral/MBRD620CT-D.PDF","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Schottky Power Rectifier, Switch-mode, 6 A, 60 V","Common Cathode","60","0.9","100","6","75","-","-","DPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF10H150CTG","MBRF10H150CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRF10H150CTG","http://www.onsemi.com/pub/Collateral/MBRF10H150C-D.PDF","150 V, 10 A H-Series Dual Schottky Rectifier","Pb-free","Active","150 V, 10 A H-Series Dual Schottky Rectifier","Common Cathode","150","0.69","45","10","150",,,"TO-220 FULLPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF20100CT","MBRF20100CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRF20100CTG","http://www.onsemi.com/pub/Collateral/MBRF20100CT-D.PDF","Schottky Power Rectifier, Switch-mode, 20 A, 100 V","Pb-free","Active","Schottky Power Rectifier, Switch-mode, 20 A, 100 V","Common Cathode","100","0.95","150","20","150",,,"TO-220 FULLPAK-3"
