"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Output","Polarity","VO (V)","IO Typ (A)","VI Max (V)","VDO Typ (V)","Iq Typ (mA)","PSRR (dB)","Noise (microVrms)","Package Type"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP729","NCP729FC25T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP729FC25T2G","http://www.onsemi.com/pub/Collateral/NCP729-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA, 2.5V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA","Single","Positive","0.8
1.8
2.5
2.6
2.8
2.85
3
3.3","0.2","6","0.086","0.035","72","10","CSP-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP729","NCP729FC26T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP729FC26T2G","http://www.onsemi.com/pub/Collateral/NCP729-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA, 2.6 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA","Single","Positive","0.8
1.8
2.5
2.6
2.8
2.85
3
3.3","0.2","6","0.086","0.035","72","10","CSP-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP729","NCP729FC285T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP729FC285T2G","http://www.onsemi.com/pub/Collateral/NCP729-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA, 2.85 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA","Single","Positive","0.8
1.8
2.5
2.6
2.8
2.85
3
3.3","0.2","6","0.086","0.035","72","10","CSP-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP729","NCP729FC28T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP729FC28T2G","http://www.onsemi.com/pub/Collateral/NCP729-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA, 2.8V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA","Single","Positive","0.8
1.8
2.5
2.6
2.8
2.85
3
3.3","0.2","6","0.086","0.035","72","10","CSP-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP729","NCP729FC30T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP729FC30T2G","http://www.onsemi.com/pub/Collateral/NCP729-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA, 3.0V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA","Single","Positive","0.8
1.8
2.5
2.6
2.8
2.85
3
3.3","0.2","6","0.086","0.035","72","10","CSP-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP729","NCP729FC33T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP729FC33T2G","http://www.onsemi.com/pub/Collateral/NCP729-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA, 3.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Noise, Very Low Iq, High PSRR, 200 mA","Single","Positive","0.8
1.8
2.5
2.6
2.8
2.85
3
3.3","0.2","6","0.086","0.035","72","10","CSP-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP7800","NCP7805TG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP7805TG","http://www.onsemi.com/pub/Collateral/NCP7800-D.PDF","Linear Voltage Regulator, Positive, 1.0 A","Pb-free
Halide free","Active","Linear Voltage Regulator, Positive, 1.0 A","Single","Positive","5
8
12
15","1","35","2","3","70
71
72
75","34
54.4
81.6
102","TO-220-3"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP7800","NCP7808TG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP7808TG","http://www.onsemi.com/pub/Collateral/NCP7800-D.PDF","Linear Voltage Regulator, Positive, 1.0 A","Pb-free
Halide free","Active","Linear Voltage Regulator, Positive, 1.0 A","Single","Positive","5
8
12
15","1","35","2","3","70
71
72
75","34
54.4
81.6
102","TO-220-3"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP7800","NCP7812TG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP7812TG","http://www.onsemi.com/pub/Collateral/NCP7800-D.PDF","Linear Voltage Regulator, Positive, 1.0 A","Pb-free
Halide free","Active","Linear Voltage Regulator, Positive, 1.0 A","Single","Positive","5
8
12
15","1","35","2","3","70
71
72
75","34
54.4
81.6
102","TO-220-3"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP7800","NCP7815TG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP7815TG","http://www.onsemi.com/pub/Collateral/NCP7800-D.PDF","Linear Voltage Regulator, Positive, 1.0 A","Pb-free
Halide free","Active","Linear Voltage Regulator, Positive, 1.0 A","Single","Positive","5
8
12
15","1","35","2","3","70
71
72
75","34
54.4
81.6
102","TO-220-3"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DT15RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DT15RKG","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DT18RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DT18RKG","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DT18T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DT18T5G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DT20RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DT20RKG","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DT25RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DT25RKG","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DT33T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DT33T5G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DT50RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DT50RKG","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117DTARKG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117DTARKG","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117ST12T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117ST12T3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117ST15T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117ST15T3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117ST18T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117ST18T3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117ST20T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117ST20T3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117ST25T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117ST25T3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117ST33T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117ST33T3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117ST50T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117ST50T3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV1117","NCV1117STAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV1117STAT3G","http://www.onsemi.com/pub/Collateral/NCP1117-D.PDF","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Fixed and Adjustable, 1.0 A","Single","Positive","1.5
1.8
2
2.5
3.3
5
12
Adjustable","1","20","1.07","3.6
4.2
4.5
5.2
6","54
61
64
68
70
72
73","45
54
60
75
99
150","DPAK-3
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV2951","NCV2951ACD3.3R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV2951ACD3.3R2G","http://www.onsemi.com/pub/Collateral/LP2950-D.PDF","Linear Voltage Regulator, LDO, Low Power, 100 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Power, 100 mA","Single","Positive","Adjustable","0.1","30","0.35","0.093",,"56","SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV2951","NCV2951ACDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV2951ACDR2G","http://www.onsemi.com/pub/Collateral/LP2950-D.PDF","Linear Voltage Regulator, LDO, Low Power, 100 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Power, 100 mA","Single","Positive","Adjustable","0.1","30","0.35","0.093",,"56","SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV2951","NCV2951CDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV2951CDR2G","http://www.onsemi.com/pub/Collateral/LP2950-D.PDF","Linear Voltage Regulator, LDO, Low Power, 100 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Power, 100 mA","Single","Positive","Adjustable","0.1","30","0.35","0.093",,"56","SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33269","NCV33269DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33269DR2G","http://www.onsemi.com/pub/Collateral/MC33269-D.PDF","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA","Single","Positive","3.3
5
12
Adjustable","0.8","20","1.1",,,,"DPAK-3
SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33269","NCV33269DT-5.0G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33269DT-5.0G","http://www.onsemi.com/pub/Collateral/MC33269-D.PDF","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA","Single","Positive","3.3
5
12
Adjustable","0.8","20","1.1",,,,"DPAK-3
SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33269","NCV33269DTRK-12G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33269DTRK-12G","http://www.onsemi.com/pub/Collateral/MC33269-D.PDF","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA","Single","Positive","3.3
5
12
Adjustable","0.8","20","1.1",,,,"DPAK-3
SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33269","NCV33269DTRK3.3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33269DTRK3.3G","http://www.onsemi.com/pub/Collateral/MC33269-D.PDF","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA","Single","Positive","3.3
5
12
Adjustable","0.8","20","1.1",,,,"DPAK-3
SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33269","NCV33269DTRK5.0G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33269DTRK5.0G","http://www.onsemi.com/pub/Collateral/MC33269-D.PDF","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA","Single","Positive","3.3
5
12
Adjustable","0.8","20","1.1",,,,"DPAK-3
SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33269","NCV33269DTRKG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33269DTRKG","http://www.onsemi.com/pub/Collateral/MC33269-D.PDF","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA, V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Adjustable Output, 800 mA","Single","Positive","3.3
5
12
Adjustable","0.8","20","1.1",,,,"DPAK-3
SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33375","NCV33375D-2.5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33375D-2.5R2G","http://www.onsemi.com/pub/Collateral/MC33375-D.PDF","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator","Single","Positive","1.8
2.5
3.3","0.3","13","0.26","0.125",,"46","SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33375","NCV33375D-3.3R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33375D-3.3R2G","http://www.onsemi.com/pub/Collateral/MC33375-D.PDF","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator","Single","Positive","1.8
2.5
3.3","0.3","13","0.26","0.125",,"46","SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33375","NCV33375ST1.8T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33375ST1.8T3G","http://www.onsemi.com/pub/Collateral/MC33375-D.PDF","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator","Single","Positive","1.8
2.5
3.3","0.3","13","0.26","0.125",,"46","SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV33375","NCV33375ST3.3T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33375ST3.3T3G","http://www.onsemi.com/pub/Collateral/MC33375-D.PDF","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator, 3.3V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","300 mA, 1.8 V, ±1% Low Dropout Linear Voltage Regulator","Single","Positive","1.8
2.5
3.3","0.3","13","0.26","0.125",,"46","SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4264","NCV4264D50R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4264D50R2G","http://www.onsemi.com/pub/Collateral/NCV4264-D.PDF","Linear Voltage Regulator, LDO, 100 mA, 5 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 100 mA","Single","Positive","5","0.1","45","0.275","0.1","67",,"SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4264-2C","NCV4264-2CST33T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4264-2CST33T3G","http://www.onsemi.com/pub/Collateral/NCV4264-2C-D.PDF","Linear Voltage Regulator, LDO, Low Iq, 100 mA , 3.3 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Iq, 100 mA ","Single","Positive","3.3
5","0.1","45","0.27","0.033","67",,"SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4264-2C","NCV4264-2CST50T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4264-2CST50T3G","http://www.onsemi.com/pub/Collateral/NCV4264-2C-D.PDF","Linear Voltage Regulator, LDO, Low Iq, 100 mA , 5.0 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Iq, 100 mA ","Single","Positive","3.3
5","0.1","45","0.27","0.033","67",,"SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4266-2C","NCV4266-2CST33T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4266-2CST33T3G","http://www.onsemi.com/pub/Collateral/NCV4266-2C-D.PDF","Linear Voltage Regulator, LDO, 150 mA, Low I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 150 mA, Low I<sub>q</sub>, with Enable","Single","Positive","3.3
5","0.15","45","0.25","0.04","68",,"SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4266-2C","NCV4266-2CST50T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4266-2CST50T3G","http://www.onsemi.com/pub/Collateral/NCV4266-2C-D.PDF","Linear Voltage Regulator, LDO, 150 mA, Low I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 150 mA, Low I<sub>q</sub>, with Enable","Single","Positive","3.3
5","0.15","45","0.25","0.04","68",,"SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4269C","NCV4269CD150R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4269CD150R2G","http://www.onsemi.com/pub/Collateral/NCV4269C-D.PDF","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","Single","Positive","5","0.15","45","0.5","0.125",,,"SOIC-14
SOIC-8
SOIC-8 EP
TSSOP-14 EP"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4269C","NCV4269CD250R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4269CD250R2G","http://www.onsemi.com/pub/Collateral/NCV4269C-D.PDF","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","Single","Positive","5","0.15","45","0.5","0.125",,,"SOIC-14
SOIC-8
SOIC-8 EP
TSSOP-14 EP"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4269C","NCV4269CPA50R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4269CPA50R2G","http://www.onsemi.com/pub/Collateral/NCV4269C-D.PDF","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","Single","Positive","5","0.15","45","0.5","0.125",,,"SOIC-14
SOIC-8
SOIC-8 EP
TSSOP-14 EP"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCV4269C","NCV4269CPD50R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV4269CPD50R2G","http://www.onsemi.com/pub/Collateral/NCV4269C-D.PDF","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Linear Voltage Regulator, LDO, 150 mA, with Delay, Adjustable Reset and Sense Output","Single","Positive","5","0.15","45","0.5","0.125",,,"SOIC-14
SOIC-8
SOIC-8 EP
TSSOP-14 EP"
