"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Output","Polarity","VO (V)","IO Typ (A)","VI Max (V)","VDO Typ (V)","Iq Typ (mA)","PSRR (dB)","Noise (microVrms)","Package Type"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX180280TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX180280TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 1.8V/2.8V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX180290TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX180290TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 1.8V/2.9V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX180300TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX180300TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 1.8V/3.0V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX280270TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX280270TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 2.8V/2.7V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX280280TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX280280TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 2.8V/2.8V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX300180TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX300180TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.0V/1.8V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX300300TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX300300TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.0V/3.0V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX310310TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX310310TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.1V/3.1V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX330180TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX330180TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.3V/1.8V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX330280TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX330280TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.3V/2.8V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX330285TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX330285TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.3V/2.85V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX330300TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX330300TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.3V/3.0V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP154","NCP154MX330330TAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP154MX330330TAG","http://www.onsemi.com/pub/Collateral/NCP154-D.PDF","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout, 3.3V/3.3V, Active Discharge","Pb-free
Halide free","Active","Linear Voltage Regulator, 300 mA, Dual Output, Low IQ, Low Dropout","Dual","Positive","1.0/1.8
1.5/2.8
1.8/2.7
1.8/2.8
1.8/2.9
1.8/3.3
2.8/2.7
2.8/2.8
3.0/1.8
3.0/3.0
3.1/3.1
3.3/1.8
3.3/2.8
3.3/2.85
3.3/3.0
3.3/3.3","0.3","5.25","0.14/0.14
0.14/0.15
0.14/0.16
0.14/0.335
0.145/0.145
0.15/0.15
0.15/0.335
0.16/0.16
0.16/0.165
0.335/0.15
0.335/0.155
0.335/0.16
0.335/0.165
0.36/0.16
-/0.335","0.055","75","75","XDFN-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS180T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS180T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 1.8V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS250T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS250T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 2.5V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS280T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS280T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 2.8V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS285T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS285T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 2.85V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS300T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS300T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 3.0V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS320T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS320T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 3.2V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS330T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS330T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 3.3V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS350T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS350T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 3.5V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS450T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS450T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 4.5V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS500T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS500T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 5.0V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCS514T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCS514T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 5.14V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT180T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT180T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 1.8V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT185T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT185T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 1.85V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT250T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT250T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 2.5V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT280T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT280T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 2.8V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT285T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT285T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 2.85V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT290T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT290T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 2.9V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT300T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT300T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 3.0V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT330T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT330T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 3.3V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP161","NCP161AFCT350T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP161AFCT350T2G","http://www.onsemi.com/pub/Collateral/NCP161-D.PDF","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits, 3.5V, Active Discharge","Pb-free
Halide free","ActiveNEW","450 mA, Ultra-Low Noise and High PSRR LDO Regulator for RF and Analog Circuits","Single","Positive","1.8
1.85
2.5
2.8
2.85
2.9
3
3.2
3.3
3.5
4.5
5
5.14","0.45","5.5","0.105
0.12
0.15
0.155
0.163
0.165
0.17
0.175
0.19
0.3","0.018","98","10","WLCSP-4
XDFN-4"
