"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Polarity","IC Continuous (A)","V(BR)CEO Min (V)","hFE Min","R1 (kΩ)","R2 (kΩ)","R1/R2 Typ","Vi(off) Max (V)","Vi(on) Min (V)","Package Type"
"on","双极晶体管---数字晶体管(BRT)","MUN5136","MUN5136T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5136T1G","http://www.onsemi.com/pub/Collateral/DTA115E-D.PDF","Bias Resistor Transistor","AEC Qualified
Pb-free
Halide free","Active","Bias Resistor Transistor","PNP","0.1","50","80","100","100","1","0.5","3","SC-70-3 / SOT-323-3"
"on","双极晶体管---数字晶体管(BRT)","MUN5137","MUN5137T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5137T1G","http://www.onsemi.com/pub/Collateral/DTA144W-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","47","22","2.136","1.2","4","SC-70-3 / SOT-323-3"
"on","双极晶体管---数字晶体管(BRT)","MUN5138","MUN5138T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5138T1G","http://www.onsemi.com/pub/Collateral/DTA123T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","2.2","Infinity","-","0.5","1.3","SC-70-3 / SOT-323-3"
"on","双极晶体管---数字晶体管(BRT)","MUN5141","MUN5141T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5141T1G","http://www.onsemi.com/pub/Collateral/DTA115T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","100","Infinity","-","0.5","1.5","SC-70-3 / SOT-323-3"
"on","双极晶体管---数字晶体管(BRT)","MUN5211DW1","MUN5211DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5211DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5211DW1","NSVMUN5211DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5211DW1T3G","http://www.onsemi.com/pub/Collateral/DTC114ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5211DW1","SMUN5211DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5211DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5212DW1","MUN5212DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5212DW1T1G","http://www.onsemi.com/pub/Collateral/DTC124ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","60","22","22","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5212DW1","NSVMUN5212DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5212DW1T1G","http://www.onsemi.com/pub/Collateral/DTC124ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","60","22","22","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5213DW1","MUN5213DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5213DW1T1G","http://www.onsemi.com/pub/Collateral/DTC144ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","47","1","0.8","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5213DW1","MUN5213DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5213DW1T3G","http://www.onsemi.com/pub/Collateral/DTC144ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","47","1","0.8","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5213DW1","NSVMUN5213DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5213DW1T3G","http://www.onsemi.com/pub/Collateral/DTC144ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","47","1","0.8","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5213DW1","SMUN5213DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5213DW1T1G","http://www.onsemi.com/pub/Collateral/DTC144ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","47","1","0.8","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5214DW1","MUN5214DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5214DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114YD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","10","47","0.213","0.5","1.4","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5214DW1","NSVMUN5214DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5214DW1T3G","http://www.onsemi.com/pub/Collateral/DTC114YD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","10","47","0.213","0.5","1.4","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5214DW1","SMUN5214DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5214DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114YD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","10","47","0.213","0.5","1.4","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5215DW1","MUN5215DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5215DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114TD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","10","Infinity","-","0.5","1.7","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5215DW1","NSVMUN5215DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5215DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114TD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","10","Infinity","-","0.5","1.7","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5216DW1","MUN5216DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5216DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143TD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","4.7","Infinity","-","0.5","1.3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5216DW1","SMUN5216DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5216DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143TD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","4.7","Infinity","-","0.5","1.3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5230DW1","MUN5230DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5230DW1T1G","http://www.onsemi.com/pub/Collateral/DTC113ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","3","1","1","1","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5230DW1","SMUN5230DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5230DW1T1G","http://www.onsemi.com/pub/Collateral/DTC113ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","3","1","1","1","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5231DW1","MUN5231DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5231DW1T1G","http://www.onsemi.com/pub/Collateral/DTC123ED-D.PDF","Dual NPN Bias Resistor Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bias Resistor Transistor (BRT)","Dual NPN","0.1","50","8","2.2","2.2","1","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5231DW1","SMUN5231DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5231DW1T1G","http://www.onsemi.com/pub/Collateral/DTC123ED-D.PDF","Dual NPN Bias Resistor Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bias Resistor Transistor (BRT)","Dual NPN","0.1","50","8","2.2","2.2","1","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5232DW1","MUN5232DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5232DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","15","4.7","4.7","1","0.5","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5232DW1","SMUN5232DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5232DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","15","4.7","4.7","1","0.5","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5233DW1","MUN5233DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5233DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143ZD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5233DW1","NSVMUN5233DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5233DW1T3G","http://www.onsemi.com/pub/Collateral/DTC143ZD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5233DW1","SMUN5233DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5233DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143ZD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5234DW1","MUN5234DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5234DW1T1G","http://www.onsemi.com/pub/Collateral/DTC124XD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","22","47","0.468","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5235DW1","MUN5235DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5235DW1T1G","http://www.onsemi.com/pub/Collateral/DTC123JD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","2.2","47","0.047","0.5","1.1","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5235DW1","SMUN5235DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5235DW1T1G","http://www.onsemi.com/pub/Collateral/DTC123JD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","2.2","47","0.047","0.5","1.1","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5235DW1","SMUN5235DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5235DW1T3G","http://www.onsemi.com/pub/Collateral/DTC123JD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","2.2","47","0.047","0.5","1.1","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5236DW1","MUN5236DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5236DW1T1G","http://www.onsemi.com/pub/Collateral/DTC115ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","100","100","1","0.5","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5237DW1","MUN5237DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5237DW1T1G","http://www.onsemi.com/pub/Collateral/DTC144WD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","22","2.136","1.2","4","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5237DW1","SMUN5237DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5237DW1T1G","http://www.onsemi.com/pub/Collateral/DTC144WD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","22","2.136","1.2","4","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5240","MUN5240T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5240T1G","http://www.onsemi.com/pub/Collateral/DTC144T-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","47","Infinity","-","0.5","4","SC-70-3 / SOT-323-3"
"on","双极晶体管---数字晶体管(BRT)","MUN5311DW1","MUN5311DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5311DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5311DW1","MUN5311DW1T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5311DW1T2G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5311DW1","SMUN5311DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5311DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5311DW1","SMUN5311DW1T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5311DW1T2G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5311DW1","SMUN5311DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5311DW1T3G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5313DW1","MUN5313DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5313DW1T1G","http://www.onsemi.com/pub/Collateral/DTC144EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","47","47","1","0.8","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5313DW1","SMUN5313DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5313DW1T1G","http://www.onsemi.com/pub/Collateral/DTC144EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","47","47","1","0.8","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5313DW1","SMUN5313DW1T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5313DW1T3G","http://www.onsemi.com/pub/Collateral/DTC144EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","47","47","1","0.8","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5315DW1","MUN5315DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5315DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114TP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","160","10","Infinity","-","0.5","1.7","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5315DW1","SMUN5315DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5315DW1T1G","http://www.onsemi.com/pub/Collateral/DTC114TP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","160","10","Infinity","-","0.5","1.7","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5330DW1","MUN5330DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5330DW1T1G","http://www.onsemi.com/pub/Collateral/DTC113EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","3","1","1","1","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5330DW1","SMUN5330DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMUN5330DW1T1G","http://www.onsemi.com/pub/Collateral/DTC113EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","3","1","1","1","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5332DW1","MUN5332DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5332DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","15","4.7","4.7","1","0.5","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5332DW1","NSVMUN5332DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5332DW1T1G","http://www.onsemi.com/pub/Collateral/DTC143EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","15","4.7","4.7","1","0.5","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5334DW1","MUN5334DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5334DW1T1G","http://www.onsemi.com/pub/Collateral/DTC124XP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","22","47","0.468","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5334DW1","NSVMUN5334DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMUN5334DW1T1G","http://www.onsemi.com/pub/Collateral/DTC124XP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","22","47","0.468","0.5","2","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","MUN5336DW1","MUN5336DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MUN5336DW1T1G","http://www.onsemi.com/pub/Collateral/DTC115EP-D.PDF","Complementary NPN+PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary NPN+PNP Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","100","100","1","0.5","3","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","NSB4904DW1","NSB4904DW1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSB4904DW1T1G","http://www.onsemi.com/pub/Collateral/NSB4904DW1T1G-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","47","47","1","-","-","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---数字晶体管(BRT)","NSBA113EDXV6","NSBA113EDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA113EDXV6T1G","http://www.onsemi.com/pub/Collateral/DTA113ED-D.PDF","50V Dual PNP Bipolar Digital Transistor","AEC Qualified
Pb-free
Halide free","Active","50V Dual PNP Bipolar Digital Transistor","PNP","0.1","50","3","1","1","1","0.5","2",
"NSBA113EF3","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","3","1","1","1","0.5","2","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA114EDP6","NSBA114EDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA114EDP6T5G","http://www.onsemi.com/pub/Collateral/DTA114ED-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","35","10","10","1","0.8","2.5","SOT-963"
