"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Polarity","IC Continuous (A)","V(BR)CEO Min (V)","hFE Min","R1 (kΩ)","R2 (kΩ)","R1/R2 Typ","Vi(off) Max (V)","Vi(on) Min (V)","Package Type"
"on","双极晶体管---数字晶体管(BRT)","DTA113EE","DTA113EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA113EET1G","http://www.onsemi.com/pub/Collateral/DTA113E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","3","1","1","1","0.5","2","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA114EE","DTA114EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA114EET1G","http://www.onsemi.com/pub/Collateral/DTA114E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","35","10","10","1","0.8","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA114EE","NSVDTA114EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTA114EET1G","http://www.onsemi.com/pub/Collateral/DTA114E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","35","10","10","1","0.8","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA114TE","DTA114TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA114TET1G","http://www.onsemi.com/pub/Collateral/DTA114T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","10","Infinity","-","0.5","1.7","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA114YE","DTA114YET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA114YET1G","http://www.onsemi.com/pub/Collateral/DTA114Y-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","10","47","0.213","0.5","1.4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA114YE","SDTA114YET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SDTA114YET1G","http://www.onsemi.com/pub/Collateral/DTA114Y-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","10","47","0.213","0.5","1.4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA115EE","DTA115EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA115EET1G","http://www.onsemi.com/pub/Collateral/DTA115E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","100","100","1","0.5","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA115EE","NSVDTA115EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTA115EET1G","http://www.onsemi.com/pub/Collateral/DTA115E-D.PDF","PNP Bipolar Digital Transistor (BRT), SS SC75 BR XSTR PNP 50V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","100","100","1","0.5","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA115TE","DTA115TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA115TET1G","http://www.onsemi.com/pub/Collateral/DTA115T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","100","infinity","-","0.5","1.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA123EE","DTA123EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA123EET1G","http://www.onsemi.com/pub/Collateral/DTA123E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","8","2.2","2.2","1","0.5","2","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA123JE","DTA123JET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA123JET1G","http://www.onsemi.com/pub/Collateral/DTA123J-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","2.2","47","0.047","0.5","1.1","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA123TE","DTA123TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA123TET1G","http://www.onsemi.com/pub/Collateral/DTA123T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","2.2","Infinity","-","0.5","1.3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA124EE","DTA124EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA124EET1G","http://www.onsemi.com/pub/Collateral/DTA124E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","60","22","22","1","0.8","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA124XE","DTA124XET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA124XET1G","http://www.onsemi.com/pub/Collateral/DTA124X-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","22","47","0.468","0.5","2","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA143EE","DTA143EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA143EET1G","http://www.onsemi.com/pub/Collateral/DTA143E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","15","4.7","4.7","1","0.5","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA143TE","DTA143TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA143TET1G","http://www.onsemi.com/pub/Collateral/DTA143T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","4.7","Infinity","-","0.5","1.3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA143ZE","DTA143ZET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA143ZET1G","http://www.onsemi.com/pub/Collateral/DTA143Z-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","4.7","47","0.1","0.5","1.3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA143ZE","NSVDTA143ZET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTA143ZET1G","http://www.onsemi.com/pub/Collateral/DTA143Z-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","4.7","47","0.1","0.5","1.3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA144EE","DTA144EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA144EET1G","http://www.onsemi.com/pub/Collateral/DTA144E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","47","47","1","0.8","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA144EE","NSVDTA144EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTA144EET1G","http://www.onsemi.com/pub/Collateral/DTA144E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","47","47","1","0.8","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA144TE","DTA144TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA144TET1G","http://www.onsemi.com/pub/Collateral/DTA144T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","120","47","Infinity","-","0.5","4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA144WE","DTA144WET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTA144WET1G","http://www.onsemi.com/pub/Collateral/DTA144W-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","47","22","2.136","1.2","4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTA144WE","NSVDTA144WET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTA144WET1G","http://www.onsemi.com/pub/Collateral/DTA144W-D.PDF","PNP Bipolar Digital Transistor (BRT), SS SC75 BR XSTR PNP 50V","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","47","22","2.136","1.2","4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC113EE","DTC113EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC113EET1G","http://www.onsemi.com/pub/Collateral/DTC113E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","3","1","1","1","0.5","2","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC114EE","DTC114EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC114EET1G","http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","35","10","10","1","0.8","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC114EE","SDTC114EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SDTC114EET1G","http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","35","10","10","1","0.8","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC114TE","DTC114TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC114TET1G","http://www.onsemi.com/pub/Collateral/DTC114T-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","100","10","Infinity","-","0.5","1.7","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC114YE","DTC114YET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC114YET1G","http://www.onsemi.com/pub/Collateral/DTC114Y-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","10","47","0.213","0.5","1.4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC114YE","SDTC114YET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SDTC114YET1G","http://www.onsemi.com/pub/Collateral/DTC114Y-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","10","47","0.213","0.5","1.4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC115EE","DTC115EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC115EET1G","http://www.onsemi.com/pub/Collateral/DTC115E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","100","100","1","0.5","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC115TE","DTC115TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC115TET1G","http://www.onsemi.com/pub/Collateral/DTC115T-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","100","Infinity","-","0.5","1.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC123EE","DTC123EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC123EET1G","http://www.onsemi.com/pub/Collateral/DTC123E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","8","2.2","2.2","1","0.5","2","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC123JE","DTC123JET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC123JET1G","http://www.onsemi.com/pub/Collateral/DTC123J-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","2.2","47","0.047","0.5","1.1","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC123JE","NSVDTC123JET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTC123JET1G","http://www.onsemi.com/pub/Collateral/DTC123J-D.PDF","NPN Bipolar Digital Transistor (BRT), Automotive Version","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","2.2","47","0.047","0.5","1.1","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC123TE","DTC123TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC123TET1G","http://www.onsemi.com/pub/Collateral/DTC123T-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","2.2","Infinity","-","0.5","1.1","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC124EE","DTC124EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC124EET1G","http://www.onsemi.com/pub/Collateral/DTC124E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","60","22","22","1","0.8","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC124EE","SDTC124EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SDTC124EET1G","http://www.onsemi.com/pub/Collateral/DTC124E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","60","22","22","1","0.8","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC124XE","DTC124XET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC124XET1G","http://www.onsemi.com/pub/Collateral/DTC124X-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","22","47","0.468","0.5","2","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC143EE","DTC143EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC143EET1G","http://www.onsemi.com/pub/Collateral/DTC143E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","15","4.7","4.7","1","0.5","2.5","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC143TE","DTC143TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC143TET1G","http://www.onsemi.com/pub/Collateral/DTC143T-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","4.7","Infinity","-","0.5","1.3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC143ZE","DTC143ZET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC143ZET1G","http://www.onsemi.com/pub/Collateral/DTC143Z-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC143ZE","NSVDTC143ZET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTC143ZET1G","http://www.onsemi.com/pub/Collateral/DTC143Z-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC144EE","DTC144EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC144EET1G","http://www.onsemi.com/pub/Collateral/DTC144E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","47","47","1","0.8","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC144EE","SDTC144EET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SDTC144EET1G","http://www.onsemi.com/pub/Collateral/DTC144E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","47","47","1","0.8","3","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC144TE","DTC144TET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC144TET1G","http://www.onsemi.com/pub/Collateral/DTC144T-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","47","Infinity","-","0.5","4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC144WE","DTC144WET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=DTC144WET1G","http://www.onsemi.com/pub/Collateral/DTC144W-D.PDF","Bias Resistor Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Bias Resistor Transistor","NPN","0.1","50","80","47","22","2.136","1.2","4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","DTC144WE","NSVDTC144WET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVDTC144WET1G","http://www.onsemi.com/pub/Collateral/DTC144W-D.PDF","Bias Resistor Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Bias Resistor Transistor","NPN","0.1","50","80","47","22","2.136","1.2","4","SC-75-3"
"on","双极晶体管---数字晶体管(BRT)","EMC2DXV5","EMC2DXV5T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=EMC2DXV5T1G","http://www.onsemi.com/pub/Collateral/EMC2DXV5T1-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","60","22","22","1","-","-","SOT-553"
"on","双极晶体管---数字晶体管(BRT)","EMC2DXV5","NSVEMC2DXV5T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVEMC2DXV5T1G","http://www.onsemi.com/pub/Collateral/EMC2DXV5T1-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","60","22","22","1","-","-","SOT-553"
"on","双极晶体管---数字晶体管(BRT)","EMC4DXV5","EMC4DXV5T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=EMC4DXV5T1G","http://www.onsemi.com/pub/Collateral/EMC2DXV5T1-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","10","47","0.21","-","-","SOT-553"
"on","双极晶体管---数字晶体管(BRT)","EMD4DXV6","EMD4DXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=EMD4DXV6T1G","http://www.onsemi.com/pub/Collateral/EMD4DXV6-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","10","47","0.21","-","-",
"EMD5DXV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","20","4.7","10","0.47","-","-",
"EMF18XV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Dual NPN BRT & PNP TXR","0.1","50","80","47","47","1","-","-",
"EMF5XV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Dual NPN BRT & PNP TXR","0.1","50","80","47","47","1
-","-","-",
"EMG2DXV5","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","47","1","-","-","SOT-553"
"on","双极晶体管---数字晶体管(BRT)","EMD4DXV6","EMD4DXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=EMD4DXV6T5G","http://www.onsemi.com/pub/Collateral/EMD4DXV6-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","10","47","0.21","-","-",
"EMD5DXV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","20","4.7","10","0.47","-","-",
"EMF18XV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Dual NPN BRT & PNP TXR","0.1","50","80","47","47","1","-","-",
"EMF5XV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Dual NPN BRT & PNP TXR","0.1","50","80","47","47","1
-","-","-",
"EMG2DXV5","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","47","1","-","-","SOT-553"
"on","双极晶体管---数字晶体管(BRT)","EMD4DXV6","NSVEMD4DXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVEMD4DXV6T5G","http://www.onsemi.com/pub/Collateral/EMD4DXV6-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","10","47","0.21","-","-",
"EMD5DXV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","20","4.7","10","0.47","-","-",
"EMF18XV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Dual NPN BRT & PNP TXR","0.1","50","80","47","47","1","-","-",
"EMF5XV6","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Dual NPN BRT & PNP TXR","0.1","50","80","47","47","1
-","-","-",
"EMG2DXV5","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","47","1","-","-","SOT-553"
"on","双极晶体管---数字晶体管(BRT)","IMH20TR1","IMH20TR1G","http://www.onsemi.cn/PowerSolutions/product.do?id=IMH20TR1G","http://www.onsemi.com/pub/Collateral/IMH20TR1G.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.6","15","100","2.2","-","-","-","-","SC-74R-6"
"on","双极晶体管---数字晶体管(BRT)","MMUN2112L","MMUN2112LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2112LT1G","http://www.onsemi.com/pub/Collateral/DTA124E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","60","22","22","1","0.8","2.5","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2112L","NSVMMUN2112LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMUN2112LT1G","http://www.onsemi.com/pub/Collateral/DTA124E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","60","22","22","1","0.8","2.5","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2114L","MMUN2114LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2114LT1G","http://www.onsemi.com/pub/Collateral/DTA114Y-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","10","47","0.213","0.5","1.4","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2114L","MMUN2114LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2114LT3G","http://www.onsemi.com/pub/Collateral/DTA114Y-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","10","47","0.213","0.5","1.4","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2114L","NSVMMUN2114LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMUN2114LT3G","http://www.onsemi.com/pub/Collateral/DTA114Y-D.PDF","PNP Bipolar Digital Transistor (BRT), SS SOT23 BR XSTR PNP 50V","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","10","47","0.213","0.5","1.4","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2114L","SMMUN2114LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMUN2114LT1G","http://www.onsemi.com/pub/Collateral/DTA114Y-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","10","47","0.213","0.5","1.4","SOT-23-3"
