"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Polarity","VCE(sat) Max (V)","IC Continuous (A)","V(BR)CEO Min (V)","hFE Min","hFE Max","fT Min (MHz)","PTM Max (W)","Package Type"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC5658M3","NSV2SC5658M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSV2SC5658M3T5G","http://www.onsemi.com/pub/Collateral/2SC5658M3-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.1","50","120","560","180","0.26","SOT-723-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC5706","2SC5706-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC5706-E","http://www.onsemi.com/pub/Collateral/EN6912-D.PDF","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"5","100","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC5706","2SC5706-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC5706-H","http://www.onsemi.com/pub/Collateral/EN6912-D.PDF","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"5","100","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC5706","2SC5706-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC5706-TL-E","http://www.onsemi.com/pub/Collateral/EN6912-D.PDF","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"5","100","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC5706","2SC5706-TL-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC5706-TL-H","http://www.onsemi.com/pub/Collateral/EN6912-D.PDF","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, 50V, 5A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"5","100","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC5964","2SC5964-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC5964-TD-E","http://www.onsemi.com/pub/Collateral/EN7988-D.PDF","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","NPN","150","3","50","200","560","380","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC5964","2SC5964-TD-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC5964-TD-H","http://www.onsemi.com/pub/Collateral/EN7988-D.PDF","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","NPN","150","3","50","200","560","380","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6017","2SC6017-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6017-E","http://www.onsemi.com/pub/Collateral/EN8275-D.PDF","Bipolar Transistor, 50V, 10A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 50V, 10A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN","0.36","10","50","200","700","200","0.95","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6017","2SC6017-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6017-TL-E","http://www.onsemi.com/pub/Collateral/EN8275-D.PDF","Bipolar Transistor, 50V, 10A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 50V, 10A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN","0.36","10","50","200","700","200","0.95","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6094","2SC6094-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6094-TD-E","http://www.onsemi.com/pub/Collateral/ENA0410-D.PDF","Bipolar Transistor, 60V, 3A, Low VCE(sat), NPN Single PCP","Pb-free","Active","Bipolar Transistor, 60V, 3A, Low VCE(sat), NPN Single PCP","NPN","0.135","3","60","300","600","390","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6096","2SC6096-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6096-TD-E","http://www.onsemi.com/pub/Collateral/ENA0434-D.PDF","Bipolar Transistor, 100V, 2A, Low VCE(sat), NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, 100V, 2A, Low VCE(sat), NPN Single PCP","NPN","0.15","2","100","300","600","300","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6096","2SC6096-TD-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6096-TD-H","http://www.onsemi.com/pub/Collateral/ENA0434-D.PDF","Bipolar Transistor, 100V, 2A, Low VCE(sat), NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, 100V, 2A, Low VCE(sat), NPN Single PCP","NPN","0.15","2","100","300","600","300","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6098","2SC6098-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6098-E","http://www.onsemi.com/pub/Collateral/ENA0413-D.PDF","Bipolar Transistor, 80V, 2.5A, Low VCE(sat), NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 80V, 2.5A, Low VCE(sat), NPN Single TP/TP-FA","NPN","0.165","2.5","80","300","600","350","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6098","2SC6098-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6098-TL-E","http://www.onsemi.com/pub/Collateral/ENA0413-D.PDF","Bipolar Transistor, 80V, 2.5A, Low VCE(sat), NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 80V, 2.5A, Low VCE(sat), NPN Single TP/TP-FA","NPN","0.165","2.5","80","300","600","350","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SC6144SG","2SC6144SG","http://www.onsemi.cn/PowerSolutions/product.do?id=2SC6144SG","http://www.onsemi.com/pub/Collateral/ENA1800-D.PDF","Bipolar Transistor, 50V, 10A, Low VCE(sat), NPN TO-220F-3FS","Pb-free","Active","Bipolar Transistor, 50V, 10A, Low VCE(sat), NPN TO-220F-3FS","NPN","0.36","10","50","200","560","330","25","TO-220F-3FS"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1060","2SD1060R-1E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1060R-1E","http://www.onsemi.com/pub/Collateral/EN686-D.PDF","Bipolar Transistor, 50V, 5A, Low VCE(sat), NPN TO-220-3L","Pb-free","Active","Bipolar Transistor, 50V, 5A, Low VCE(sat), NPN TO-220-3L","NPN",,"5","50","100
140","200
280","30","1.75","TO-220, 3-Lead / TO-220-3L"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1060","2SD1060S-1E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1060S-1E","http://www.onsemi.com/pub/Collateral/EN686-D.PDF","Bipolar Transistor, 50V, 5A, Low VCE(sat), NPN TO-220-3L","Pb-free","Active","Bipolar Transistor, 50V, 5A, Low VCE(sat), NPN TO-220-3L","NPN",,"5","50","100
140","200
280","30","1.75","TO-220, 3-Lead / TO-220-3L"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1618","2SD1618S-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1618S-TD-E","http://www.onsemi.com/pub/Collateral/2SD1618.PDF","Bipolar Transistor, 15V, 0.7A, Low VCE(sat), NPN Single PCP","Pb-free","Active","Bipolar Transistor, 15V, 0.7A, Low VCE(sat), NPN Single PCP","NPN","0.025","0.7","15","200","400","250","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1618","2SD1618T-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1618T-TD-E","http://www.onsemi.com/pub/Collateral/2SD1618.PDF","Bipolar Transistor, 15V, 0.7A, Low VCE(sat), NPN Single PCP","Pb-free","Active","Bipolar Transistor, 15V, 0.7A, Low VCE(sat), NPN Single PCP","NPN","0.025","0.7","15","200","400","250","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1623","2SD1623S-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1623S-TD-E","http://www.onsemi.com/pub/Collateral/EN1727-D.PDF","Bipolar Transistor, 50V, 2A, Low VCE(sat), (PNP)NPN Single PCP, h","Pb-free","Active","Bipolar Transistor, 50V, 2A, Low VCE(sat), (PNP)NPN Single PCP","NPN",,"2","50","140
200","280
400","150","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1623","2SD1623T-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1623T-TD-E","http://www.onsemi.com/pub/Collateral/EN1727-D.PDF","Bipolar Transistor, 50V, 2A, Low VCE(sat), (PNP)NPN Single PCP, h","Pb-free","Active","Bipolar Transistor, 50V, 2A, Low VCE(sat), (PNP)NPN Single PCP","NPN",,"2","50","140
200","280
400","150","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1628","2SD1628F-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1628F-TD-E","http://www.onsemi.com/pub/Collateral/EN1781-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP","NPN",,"5","20","160
280","320
560","120","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1628","2SD1628F-TD-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1628F-TD-H","http://www.onsemi.com/pub/Collateral/EN1781-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP, h","Pb-free
Halide free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP","NPN",,"5","20","160
280","320
560","120","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1628","2SD1628G-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1628G-TD-E","http://www.onsemi.com/pub/Collateral/EN1781-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP, h","Pb-free
Halide free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP","NPN",,"5","20","160
280","320
560","120","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1628","2SD1628G-TD-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1628G-TD-H","http://www.onsemi.com/pub/Collateral/EN1781-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP, h","Pb-free
Halide free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single PCP","NPN",,"5","20","160
280","320
560","120","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1685","2SD1685F","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1685F","http://www.onsemi.com/pub/Collateral/EN2042-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TO-126ML","Pb-free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TO-126ML","NPN","0.5","5","20","160
280","320
560","120","1.5","TO 126ML"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1685","2SD1685G","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1685G","http://www.onsemi.com/pub/Collateral/EN2042-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TO-126ML","Pb-free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TO-126ML","NPN","0.5","5","20","160
280","320
560","120","1.5","TO 126ML"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1802","2SD1802S-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1802S-E","http://www.onsemi.com/pub/Collateral/EN2113-D.PDF","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA, h","Pb-free","Active","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA","NPN",,"5","50","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1802","2SD1802S-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1802S-TL-E","http://www.onsemi.com/pub/Collateral/EN2113-D.PDF","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA, h","Pb-free","Active","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA","NPN",,"5","50","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1802","2SD1802T-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1802T-E","http://www.onsemi.com/pub/Collateral/EN2113-D.PDF","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA, h","Pb-free","Active","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA","NPN",,"5","50","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1802","2SD1802T-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1802T-TL-E","http://www.onsemi.com/pub/Collateral/EN2113-D.PDF","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA, h","Pb-free","Active","Bipolar Transistor, 50V, 3A, Low VCE(sat) NPN Single TP/TP-FA","NPN",,"5","50","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1805","2SD1805F-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1805F-E","http://www.onsemi.com/pub/Collateral/2SD1805-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","NPN","0.5","5","20","160
280","320
560","120","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1805","2SD1805F-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1805F-TL-E","http://www.onsemi.com/pub/Collateral/2SD1805-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","NPN","0.5","5","20","160
280","320
560","120","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1805","2SD1805G-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1805G-E","http://www.onsemi.com/pub/Collateral/2SD1805-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","NPN","0.5","5","20","160
280","320
560","120","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1805","2SD1805G-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1805G-TL-E","http://www.onsemi.com/pub/Collateral/2SD1805-D.PDF","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, 20V, 5A, Low VCE(sat), NPN Single TP/TP-FA","NPN","0.5","5","20","160
280","320
560","120","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816S-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816S-E","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816S-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816S-H","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816S-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816S-TL-E","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816S-TL-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816S-TL-H","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816T-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816T-E","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816T-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816T-H","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816T-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816T-TL-E","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SD1816","2SD1816T-TL-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SD1816T-TL-H","http://www.onsemi.com/pub/Collateral/EN2540-D.PDF","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, (-)100V, (-)4A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","NPN",,"4","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","30A02CH","30A02CH-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=30A02CH-TL-E","http://www.onsemi.com/pub/Collateral/30A02CH-D.PDF","Bipolar Transistor, -30V, -0.7A, Low VCE(sat), PNP Single CPH3","Pb-free","Active","Bipolar Transistor, -30V, -0.7A, Low VCE(sat), PNP Single CPH3","PNP",,"0.7","30","200","500","-","0.7","CPH-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","30C02CH","30C02CH-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=30C02CH-TL-E","http://www.onsemi.com/pub/Collateral/30C02CH-D.PDF","Bipolar Transistor, 30V, 0.7A, Low VCE(sat), NPN Single CPH3","Pb-free","Active","Bipolar Transistor, 30V, 0.7A, Low VCE(sat), NPN Single CPH3","NPN",,"0.7","30","300","800","540","0.7","CPH-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","50A02MH","50A02MH-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=50A02MH-TL-E","http://www.onsemi.com/pub/Collateral/50A02MH-D.PDF","Bipolar Transistor, -50V, -0.5A, Low VCE(sat), PNP Single MCPH3","Pb-free","Active","Bipolar Transistor, -50V, -0.5A, Low VCE(sat), PNP Single MCPH3","PNP",,"0.5","50","200","500","-","0.6","SC-70FL / MCPH-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","50C02CH","50C02CH-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=50C02CH-TL-E","http://www.onsemi.com/pub/Collateral/50C02CH-D.PDF","Bipolar Transistor, 50V, 0.5A, Low VCE(sat), NPN Single CPH3","Pb-free","Active","Bipolar Transistor, 50V, 0.5A, Low VCE(sat), NPN Single CPH3","NPN",,"0.5","50","300","800","-","0.7","CPH-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","50C02SS","50C02SS-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=50C02SS-TL-E","http://www.onsemi.com/pub/Collateral/EN7519-D.PDF","Bipolar Transistor, 50V, 0.4A, Low VCE(sat), NPN Single SSFP","Pb-free","Active","Bipolar Transistor, 50V, 0.4A, Low VCE(sat), NPN Single SSFP","NPN","0.1","0.4","50","300","800","500","0.2","SOT-623 / SSFP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","AML2002","AML2002","http://www.onsemi.cn/PowerSolutions/product.do?id=AML2002","http://www.onsemi.com/pub/Collateral/ENA1837-D.PDF","Bip Transistor 200V 0.7A VCE(sat);220mV max. NPN Single TO-126ML","Pb-free","Active","Bip Transistor 200V 0.7A VCE(sat);220mV max. NPN Single TO-126ML","NPN","0.22","0.7","200","200","500","120","1.5","TO 126ML"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","BC807-25L","BC807-25LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BC807-25LT1G","http://www.onsemi.com/pub/Collateral/BC807-16LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","45","160","400","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","BC807-25L","BC807-25LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=BC807-25LT3G","http://www.onsemi.com/pub/Collateral/BC807-16LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","45","160","400","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","BC807-25L","SBC807-25LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBC807-25LT1G","http://www.onsemi.com/pub/Collateral/BC807-16LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","45","160","400","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","BC807-25L","SBC807-25LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBC807-25LT3G","http://www.onsemi.com/pub/Collateral/BC807-16LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","45","160","400","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","BC807-40L","BC807-40LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BC807-40LT1G","http://www.onsemi.com/pub/Collateral/BC807-16LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","45","250","600","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","BC807-40L","BC807-40LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=BC807-40LT3G","http://www.onsemi.com/pub/Collateral/BC807-16LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","45","250","600","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","BC807-40L","SBC807-40LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBC807-40LT1G","http://www.onsemi.com/pub/Collateral/BC807-16LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","45","250","600","100","0.225","SOT-23-3"
