"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Megapixels","Frame Rate (fps)","Optical Format","Shutter Type","Pixel Size (µm)","Color","Package Type"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0140AT","AR0140AT2C00XUEA0-TRBR","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0140AT2C00XUEA0-TRBR","-","1.0 MP 1/4" CMOS Image Sensor","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1.0 MP 1/4" CMOS Image Sensor","CMOS","1","60","1/4 inch","Electronic Rolling","3.0 x 3.0","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0140AT","AR0140AT2C00XUEA0-TRBR-E","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0140AT2C00XUEA0-TRBR-E","-","1.0 MP 1/4" CMOS Image Sensor","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1.0 MP 1/4" CMOS Image Sensor","CMOS","1","60","1/4 inch","Electronic Rolling","3.0 x 3.0","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0140AT","AR0140AT3C00XUEA0-DPBR","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0140AT3C00XUEA0-DPBR","-","1.0 MP 1/4" CMOS Image Sensor","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1.0 MP 1/4" CMOS Image Sensor","CMOS","1","60","1/4 inch","Electronic Rolling","3.0 x 3.0","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0140AT","AR0140AT3C00XUEA0-DRBR","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0140AT3C00XUEA0-DRBR","-","1.0 MP 1/4" CMOS Image Sensor","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1.0 MP 1/4" CMOS Image Sensor","CMOS","1","60","1/4 inch","Electronic Rolling","3.0 x 3.0","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0141CS","AR0141CS2C00SUEA0-DP","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0141CS2C00SUEA0-DP","http://www.onsemi.com/pub/Collateral/AR0141CS-D.PDF","1.0 MP 1/4" CMOS Image Sensor","Pb-free
Halide free","Active","1.0 MP 1/4" CMOS Image Sensor","CMOS","1","60","1/4 inch","Electronic Rolling","3.0 x 3.0","Mono
RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0141CS","AR0141CS2C00SUEA0-DR","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0141CS2C00SUEA0-DR","http://www.onsemi.com/pub/Collateral/AR0141CS-D.PDF","1.0 MP 1/4" CMOS Image Sensor","Pb-free
Halide free","Active","1.0 MP 1/4" CMOS Image Sensor","CMOS","1","60","1/4 inch","Electronic Rolling","3.0 x 3.0","Mono
RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0141CS","AR0141CS2M00SUEA0-DR-E","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0141CS2M00SUEA0-DR-E","http://www.onsemi.com/pub/Collateral/AR0141CS-D.PDF","1.0 MP 1/4" CMOS Image Sensor, 1.0 MP 1/4" CIS DK","Pb-free
Halide free","Active","1.0 MP 1/4" CMOS Image Sensor","CMOS","1","60","1/4 inch","Electronic Rolling","3.0 x 3.0","Mono
RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0230CS","AR0230CSSC00SUEA0-DRBR","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0230CSSC00SUEA0-DRBR","-","2 MP 1/3" CMOS Image Sensor","Pb-free
Halide free","Active","2 MP 1/3" CMOS Image Sensor","CMOS","2.1","60","1/2.7 inch","Electronic Rolling and Global Reset Release","3.0 x 3.0","RGB","IBGA-80"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0230CS","AR0230CSSC00SUEA0-DRBR-E","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0230CSSC00SUEA0-DRBR-E","-","2 MP 1/3" CMOS Image Sensor","Pb-free
Halide free","Active","2 MP 1/3" CMOS Image Sensor","CMOS","2.1","60","1/2.7 inch","Electronic Rolling and Global Reset Release","3.0 x 3.0","RGB","IBGA-80"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR023Z","AR023ZMCSC00SUEA0-DRBR","http://www.onsemi.cn/PowerSolutions/product.do?id=AR023ZMCSC00SUEA0-DRBR","http://www.onsemi.com/pub/Collateral/AR023Z-D.PDF","2 MP 1/3" CMOS Image Sensor","Pb-free
Halide free","Active","2 MP 1/3" CMOS Image Sensor",,,,,,,,"IBGA-80"
"on","光电、图像及触摸传感器---CMOS图像传感器","AR0542","AR0542MBSC25SUD20","http://www.onsemi.cn/PowerSolutions/product.do?id=AR0542MBSC25SUD20","http://www.onsemi.com/pub/Collateral/AR0542-D.PDF","5 MP 1/4" CMOS Image Sensor","Pb-free
Halide free","Active","5 MP 1/4" CMOS Image Sensor","CMOS","5","15","1/4 Inch","Electronic Rolling","1.4 x 1.4","RGB",
"AR0543","Pb-free
Halide free","Active","5 MP 1/4" CMOS Image Sensor","CMOS","5","15","1/4 inch","Electronic Rolling","1.4 x 1.4","RGB","ODCSP-54"
