"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","IO(rec) Max (A)","trr Max (ns)","VRRM Max (V)","VFM Max (V)","IFSM Max (A)","IR Max (mA)","Package Type"
"on","二极管和整流器---整流器","MURD330","SURD8330T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURD8330T4G","http://www.onsemi.com/pub/Collateral/MURD330-D.PDF","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 3 A, 300 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 3 A, 300 V","Ultrafast","3","50","300","1.15","75","0.005","DPAK-3"
"on","二极管和整流器---整流器","MURD530","MURD530T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURD530T4G","http://www.onsemi.com/pub/Collateral/MURD530-D.PDF","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 5 A, 300 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 5 A, 300 V","Ultrafast","5","50","300","1.05","75","0.15","DPAK-3"
"on","二极管和整流器---整流器","MURD530","SURD8530T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURD8530T4G","http://www.onsemi.com/pub/Collateral/MURD530-D.PDF","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 5 A, 300 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 5 A, 300 V","Ultrafast","5","50","300","1.05","75","0.15","DPAK-3"
"on","二极管和整流器---整流器","MURF1620CT","MURF1620CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MURF1620CTG","http://www.onsemi.com/pub/Collateral/MURF1620CT-D.PDF","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 16 A, 200 V","Pb-free
Halide free","Active","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 16 A, 200 V","Ultrafast","16","25","200","0.975","100","0.005","TO-220 FULLPAK-3"
"on","二极管和整流器---整流器","MURF1620CT","MURF1620CTGS","http://www.onsemi.cn/PowerSolutions/product.do?id=MURF1620CTGS","http://www.onsemi.com/pub/Collateral/MURF1620CT-D.PDF","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 16 A, 200 V","Pb-free
Halide free","Active","Power Rectifier, Ultra-Fast Recovery, Switch-mode, 16 A, 200 V","Ultrafast","16","25","200","0.975","100","0.005","TO-220 FULLPAK-3"
"on","二极管和整流器---整流器","MURH840CT","MURH840CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MURH840CTG","http://www.onsemi.com/pub/Collateral/MURH840CT-D.PDF","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Pb-free","Active","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Ultrafast","8","28","400","2","100","0.5","TO-220-3"
"on","二极管和整流器---整流器","MURHB840CT","MURHB840CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MURHB840CTG","http://www.onsemi.com/pub/Collateral/MURHB840CT-D.PDF","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Ultrafast","8","28","400","2.2","100","0.5","D<sup>2</sup>PAK-3"
"on","二极管和整流器---整流器","MURHB840CT","MURHB840CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURHB840CTT4G","http://www.onsemi.com/pub/Collateral/MURHB840CT-D.PDF","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Ultrafast","8","28","400","2.2","100","0.5","D<sup>2</sup>PAK-3"
"on","二极管和整流器---整流器","MURHB840CT","SURHB8840CTT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURHB8840CTT4G","http://www.onsemi.com/pub/Collateral/MURHB840CT-D.PDF","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 8 A, 400 V","Ultrafast","8","28","400","2.2","100","0.5","D<sup>2</sup>PAK-3"
"on","二极管和整流器---整流器","MURHD560","MURHD560T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURHD560T4G","http://www.onsemi.com/pub/Collateral/MURHD560-D.PDF","Power Rectifier, Ultra-Fast Recovery, 5 A, 600 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 5 A, 600 V","Ultrafast","5","30","600","2.7","50","0.01","DPAK-3"
"on","二极管和整流器---整流器","MURHD560","SURHD8560T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURHD8560T4G","http://www.onsemi.com/pub/Collateral/MURHD560-D.PDF","Power Rectifier, Ultra-Fast Recovery, 5 A, 600 V","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 5 A, 600 V","Ultrafast","5","30","600","2.7","50","0.01","DPAK-3"
"on","二极管和整流器---整流器","MURHF860CT","MURHF860CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MURHF860CTG","http://www.onsemi.com/pub/Collateral/MURHF860CT-D.PDF","Power Rectifier, Ultra-Fast Recovery, 8 A, 600 V","Pb-free","Active","Power Rectifier, Ultra-Fast Recovery, 8 A, 600 V","Ultrafast","8","35","600","2.8","100","0.5","TO-220 FULLPAK-3"
"on","二极管和整流器---整流器","MURJ1660CTG","MURJ1660CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MURJ1660CTG","http://www.onsemi.com/pub/Collateral/MURF1660CT-D.PDF","16A, 600 V Ultrafast Rectifier","Pb-free
Halide free","Intro Pending","16A, 600 V Ultrafast Rectifier","Ultrafast","16","60",,"1.5","100","500","TO-220 FULLPAK-3"
"on","二极管和整流器---整流器","MURS110","MURS110T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS110T3G","http://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 1 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 1 A, 100 V","Ultrafast","1","35","100","0.875","40","0.002","SMB-2"
"on","二极管和整流器---整流器","MURS110","SURS8110T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURS8110T3G","http://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 1 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 1 A, 100 V","Ultrafast","1","35","100","0.875","40","0.002","SMB-2"
"on","二极管和整流器---整流器","MURS120","MURS120T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS120T3G","http://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 1 A, 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 1 A, 200 V","Ultrafast","1","35","200","0.875","40","0.002","SMB-2"
"on","二极管和整流器---整流器","MURS120","SURS8120T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURS8120T3G","http://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 1 A, 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 1 A, 200 V","Ultrafast","1","35","200","0.875","40","0.002","SMB-2"
"on","二极管和整流器---整流器","MURS160","MURS160T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS160T3G","http://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 1 A, 600 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 1 A, 600 V","Ultrafast","1","75","600","1.25","35","0.005","SMB-2"
"on","二极管和整流器---整流器","MURS160","SURS8160T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURS8160T3G","http://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 1 A, 600 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 1 A, 600 V","Ultrafast","1","75","600","1.25","35","0.005","SMB-2"
"on","二极管和整流器---整流器","MURS210","MURS210T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS210T3G","http://www.onsemi.com/pub/Collateral/MURS205T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 2 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 2 A, 100 V","Ultrafast","2","30","100","0.94","50","0.05","SMB-2"
"on","二极管和整流器---整流器","MURS210","SURS8210T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURS8210T3G","http://www.onsemi.com/pub/Collateral/MURS205T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 2 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 2 A, 100 V","Ultrafast","2","30","100","0.94","50","0.05","SMB-2"
"on","二极管和整流器---整流器","MURS230","MURS230T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS230T3G","http://www.onsemi.com/pub/Collateral/MURS230T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 2 A, 300 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 2 A, 300 V","Ultrafast","2","50","300","1.15","35","0.005","SMB-2"
"on","二极管和整流器---整流器","MURS230","NRVUS230T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVUS230T3G","http://www.onsemi.com/pub/Collateral/MURS230T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 2 A, 300 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 2 A, 300 V","Ultrafast","2","50","300","1.15","35","0.005","SMB-2"
"on","二极管和整流器---整流器","MURS260","MURS260T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS260T3G","http://www.onsemi.com/pub/Collateral/MURS260T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 2 A, 600 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 2 A, 600 V","Ultrafast","2","50","600","1.45","35","0.005","SMB-2"
"on","二极管和整流器---整流器","MURS260","SURS8260T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURS8260T3G","http://www.onsemi.com/pub/Collateral/MURS260T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 2 A, 600 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 2 A, 600 V","Ultrafast","2","50","600","1.45","35","0.005","SMB-2"
"on","二极管和整流器---整流器","MURS340","MURS340T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS340T3G","http://www.onsemi.com/pub/Collateral/MURS320T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 3 A, 400 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 3 A, 400 V","Ultrafast","3","75","400","1.25","75","0.01","SMC-2"
"on","二极管和整流器---整流器","MURS340","SURS8340T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURS8340T3G","http://www.onsemi.com/pub/Collateral/MURS320T3-D.PDF","Power Rectifier, Ultra-Fast Recovery, 3 A, 400 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Power Rectifier, Ultra-Fast Recovery, 3 A, 400 V","Ultrafast","3","75","400","1.25","75","0.01","SMC-2"
"on","二极管和整流器---整流器","MURS360BT3G","MURS360BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MURS360BT3G","http://www.onsemi.com/pub/Collateral/MURS360BT3-D.PDF","600 V, 3.0 A Ultrafast Rectifier","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","600 V, 3.0 A Ultrafast Rectifier","Ultrafast","3","75","600","1.25","100","0.003","SMB-2"
"on","二极管和整流器---整流器","MURS360BT3G","SURS8360BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SURS8360BT3G","http://www.onsemi.com/pub/Collateral/MURS360BT3-D.PDF","600 V, 3.0 A Ultrafast Rectifier","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","600 V, 3.0 A Ultrafast Rectifier","Ultrafast","3","75","600","1.25","100","0.003","SMB-2"
"on","二极管和整流器---整流器","NHP120SF","NHP120SFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NHP120SFT3G","http://www.onsemi.com/pub/Collateral/NHP120SF-D.PDF","1 A, 200 V Planar Ultrafast Rectifier","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1 A, 200 V Planar Ultrafast Rectifier","Ultrafast","1","25","200","1","25","0.0005","SOD123-2"
"on","二极管和整流器---整流器","NHP120SF","NRVHP120SFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVHP120SFT3G","http://www.onsemi.com/pub/Collateral/NHP120SF-D.PDF","1 A, 200 V Planar Ultrafast Rectifier","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1 A, 200 V Planar Ultrafast Rectifier","Ultrafast","1","25","200","1","25","0.0005","SOD123-2"
"on","二极管和整流器---整流器","NHP620MFD","NHP620MFDT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NHP620MFDT1G","http://www.onsemi.com/pub/Collateral/NHP620MFD-D.PDF","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","Ultrafast","6","25","200","1","80","0.0005","SO-8FL Dual / DFN-8"
"on","二极管和整流器---整流器","NHP620MFD","NHP620MFDT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NHP620MFDT3G","http://www.onsemi.com/pub/Collateral/NHP620MFD-D.PDF","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","Ultrafast","6","25","200","1","80","0.0005","SO-8FL Dual / DFN-8"
"on","二极管和整流器---整流器","NHP620MFD","NRVHP620MFDT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVHP620MFDT1G","http://www.onsemi.com/pub/Collateral/NHP620MFD-D.PDF","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","Ultrafast","6","25","200","1","80","0.0005","SO-8FL Dual / DFN-8"
"on","二极管和整流器---整流器","NHP620MFD","NRVHP620MFDT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVHP620MFDT3G","http://www.onsemi.com/pub/Collateral/NHP620MFD-D.PDF","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Rectifier, 6 A (3 x 2), 200 V Ultrafast Dual die","Ultrafast","6","25","200","1","80","0.0005","SO-8FL Dual / DFN-8"
"on","二极管和整流器---整流器","NHPM120","NHPM120T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NHPM120T3G","http://www.onsemi.com/pub/Collateral/NHPM120-D.PDF","Rectifier, Ultrafast 1 A 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Rectifier, Ultrafast 1 A 200 V","Ultrafast","1","25","200","1","30","0.0005","POWERMITE-2"
"on","二极管和整流器---整流器","NHPM120","NRVHPM120T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVHPM120T3G","http://www.onsemi.com/pub/Collateral/NHPM120-D.PDF","Rectifier, Ultrafast 1 A 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Rectifier, Ultrafast 1 A 200 V","Ultrafast","1","25","200","1","30","0.0005","POWERMITE-2"
"on","二极管和整流器---整流器","NHPV08S600","NHPJ08S600G","http://www.onsemi.cn/PowerSolutions/product.do?id=NHPJ08S600G","http://www.onsemi.com/pub/Collateral/NHPV08S600-D.PDF","Power Rectifier, Ultrafast, 8.0 A, 600 V","Pb-free
Halide free","Active","Power Rectifier, Ultrafast, 8.0 A, 600 V","Ultrafast","8","50","600","2.9","80","0.03","TO-220 FULLPAK-2
TO-220-2"
"on","二极管和整流器---整流器","NHPV08S600","NHPV08S600G","http://www.onsemi.cn/PowerSolutions/product.do?id=NHPV08S600G","http://www.onsemi.com/pub/Collateral/NHPV08S600-D.PDF","Power Rectifier, Ultrafast, 8.0 A, 600 V","Pb-free
Halide free","Active","Power Rectifier, Ultrafast, 8.0 A, 600 V","Ultrafast","8","50","600","2.9","80","0.03","TO-220 FULLPAK-2
TO-220-2"
"on","二极管和整流器---整流器","NTS12120MFS","NRVTS12120MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS12120MFST1G","http://www.onsemi.com/pub/Collateral/NTS12120MFS-D.PDF","Trench Schottky Rectifier,  Low VF, 12 A, 120 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier,  Low VF, 12 A, 120 V",,,,"120","83",,"75","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","NTS12120MFS","NRVTS12120MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS12120MFST3G","http://www.onsemi.com/pub/Collateral/NTS12120MFS-D.PDF","Trench Schottky Rectifier,  Low VF, 12 A, 120 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier,  Low VF, 12 A, 120 V",,,,"120","83",,"75","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","NTS12120MFS","NTS12120MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS12120MFST1G","http://www.onsemi.com/pub/Collateral/NTS12120MFS-D.PDF","Trench Schottky Rectifier,  Low VF, 12 A, 120 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier,  Low VF, 12 A, 120 V",,,,"120","83",,"75","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","NTS12120MFS","NTS12120MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS12120MFST3G","http://www.onsemi.com/pub/Collateral/NTS12120MFS-D.PDF","Trench Schottky Rectifier,  Low VF, 12 A, 120 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier,  Low VF, 12 A, 120 V",,,,"120","83",,"75","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","NTSV30100CTG","NTSV30100CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTSV30100CTG","http://www.onsemi.com/pub/Collateral/NTSV30100CT-D.PDF","Schottky Power Rectifier, Dual, 30 A, 100 V","Pb-free
Halide free","Active","Schottky Power Rectifier, Dual, 30 A, 100 V",,"30",,"100",,"100","0.5","TO-220-3"
