brand,Series,DetailLink,PartNo,datasheet 

NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/series/SAF3560.html,SAF3560,http://www.nxp.com/documents/short_data_sheet/SAF3560_SDS.pdf,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3560EL.html,SAF3560EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3560EL.html,SAF3560HV,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/series/SAF3561.html,SAF3561,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3561EL.html,SAF3561EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3561EL.html,SAF3561HV,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/series/SAF360X.html,SAF360x,http://www.nxp.com/documents/short_data_sheet/SAF360X_FAM_SDS.pdf,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3600EL.html,SAF3600EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3600EL.html,SAF3601EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3600EL.html,SAF3602EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3600EL.html,SAF3604EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3600EL.html,SAF3606EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF3600EL.html,SAF3607EL,,
NXP,Digital radio processors,http://www.nxp.com/products/audio_radio/digital_radio_processors/SAF7741HV.html,SAF7741HV,,
NXP,AM/FM radio & audio,http://www.nxp.com/products/audio_radio/am_fm_radio_audio/tuners/analog_tuners/TEF6601T.html,TEF6601T,,
NXP,AM/FM radio & audio,http://www.nxp.com/products/audio_radio/am_fm_radio_audio/tuners/analog_tuners/TEF6606T.html,TEF6606T,,
NXP,AM/FM radio & audio,http://www.nxp.com/products/audio_radio/am_fm_radio_audio/tuners/analog_tuners/TEF6607T.html,TEF6607T,,
