"brand","Series","PartNo","DataSheet","DetailLink","Description","Interface","FlexRay  Standard","Recommended I MAX","Efficiency","Output","Range","Transducer frequency","Driver output","Memory","Detection","Sensitivity","Bandwidth","V BAT","V OUT","V SUPPLY","Protection","I SUPPLY","I PEAK","I  DC MAX","P(Motor) peak","P(Motor)max","V DD","V ER","Iq","RDS ON","ESD (kV)","Bitrate","Cranking Support","Package ","Status","Comment"
"elmos","Safety---Sensor","E981.20","http://www.elmos.com/fileadmin/2013/02_products/05_safety/e981-20_elmos_ds.pdf","http://www.elmos.com/english/products/safety.html?tx_pmproductlist_productlist%5Bproduct%5D=178&tx_pmproductlist_productlist%5Baction%5D=showProduct&tx_pmproductlist_productlist%5Bcontroller%5D=Product&cHash=50991da2297532bf27f5e9be206a1433","4-Channel Squib Driver with Current Counter"," "," "," "," ","- ","- "," "," "," "," "," "," "," "," ","4.5V to 5.5V  "," "," "," "," "," "," "," ","8V to 35V  "," "," "," "," "," ","QFN44L7 ","Production "," "
"elmos","Safety---Sensor","E981.21","http://www.elmos.com/fileadmin/2013/02_products/05_safety/e981-21_elmos_ds.pdf","http://www.elmos.com/english/products/safety.html?tx_pmproductlist_productlist%5Bproduct%5D=177&tx_pmproductlist_productlist%5Baction%5D=showProduct&tx_pmproductlist_productlist%5Bcontroller%5D=Product&cHash=6e0dd0de0f275a47f5ccefb9a683e547","8-Channel Squib Driver with Current Counter"," "," "," "," ","- ","- "," "," "," "," "," "," "," "," ","4.5V to 5.5V  "," "," "," "," "," "," "," ","8V to 35V  "," "," "," "," "," ","QFN44L7 ","Production "," "
"elmos","Safety---Sensor","E981.17","http://www.elmos.com/fileadmin/2013/02_products/05_safety/e981-17_elmos_ds.pdf","http://www.elmos.com/english/products/safety.html?tx_pmproductlist_productlist%5Bproduct%5D=67&tx_pmproductlist_productlist%5Baction%5D=showProduct&tx_pmproductlist_productlist%5Bcontroller%5D=Product&cHash=f136f4ae9f0769b9ab159eaebbef44a8","4-Channel Airbag Squib Driver"," "," "," "," ","- ","- "," "," "," "," "," "," "," "," ","4.5V to 5.5V  "," "," "," "," "," "," "," ","8V to 35V  "," "," "," "," "," ","QFN44L7 ","Production "," "
"elmos","Safety---Sensor","E981.18","http://www.elmos.com/fileadmin/2013/02_products/05_safety/e981-18_elmos_ds.pdf","http://www.elmos.com/english/products/safety.html?tx_pmproductlist_productlist%5Bproduct%5D=176&tx_pmproductlist_productlist%5Baction%5D=showProduct&tx_pmproductlist_productlist%5Bcontroller%5D=Product&cHash=1f84300ee62216f4db553a16788bd460","8-Channel Squib Driver"," "," "," "," ","- ","- "," "," "," "," "," "," "," "," ","4.5V to 5.5V  "," "," "," "," "," "," "," ","8V to 35V  "," "," "," "," "," ","QFN44L7 ","Production "," "
"elmos","Safety---Sensor","E981.08","http://www.elmos.com/fileadmin/2013/02_products/01_interface/03_psi5/e981-08_elmos_ds.pdf","http://www.elmos.com/english/products/safety.html?tx_pmproductlist_productlist%5Bproduct%5D=139&tx_pmproductlist_productlist%5Baction%5D=showProduct&tx_pmproductlist_productlist%5Bcontroller%5D=Product&cHash=0dc683d9802d33a372f13c1f3559ce5a","4-Channel Sensor Interface PSI5"," "," "," "," ","PSI5 ","- "," "," "," "," "," "," "," "," ","8.5V to 25V  "," "," "," "," "," "," "," ","-  ","1mA  "," ","4  ","125 Kbit/s  "," ","QFN32L7 "," "," "
"elmos","Safety---Sensor","E981.07","http://www.elmos.com/fileadmin/2013/02_products/01_interface/03_psi5/e981-07_elmos_ds.pdf","http://www.elmos.com/english/products/safety.html?tx_pmproductlist_productlist%5Bproduct%5D=10&tx_pmproductlist_productlist%5Baction%5D=showProduct&tx_pmproductlist_productlist%5Bcontroller%5D=Product&cHash=a1c11385b50895fae1b031205176d9ff","2-Channel Sensor Interface PSI5"," "," "," "," ","PSI5 ","- "," "," "," "," "," "," "," "," ","8.5V to 25V  "," "," "," "," "," "," "," ","-  ","1mA  "," ","4  ","125 Kbit/s  "," ","QFN20L5 "," "," "
"elmos","Safety---Sensor","E524.40","http://www.elmos.com/fileadmin/2013/02_products/05_safety/e524-40_elmos_ds.pdf","http://www.elmos.com/english/products/safety.html?tx_pmproductlist_productlist%5Bproduct%5D=92&tx_pmproductlist_productlist%5Baction%5D=showProduct&tx_pmproductlist_productlist%5Bcontroller%5D=Product&cHash=64227a668d4bd54dcf43099406390027","Safety Pressure Sensor with PSI5 Interface"," "," "," "," ","PSI5 ","400...1500hPa/
400...1900hPa "," "," "," "," "," "," "," "," ","5V to 18V  "," "," "," "," "," "," "," ","-  "," "," "," "," "," ","SOIC20 (cavity) ","Engineering Samples "," "
