"brand","Series","PartNo","DetailLink","dataSheet","工作电压","工作温度","调制解调方式","通道"
"fmsh","智能电表---电力线载波","FM320X","http://www.fmsh.com/f06125b3-f72b-64a0-9970-ce4d9cd5d783/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=/UpLoadFile/20140903/FM320X简介.pdf&fileExt=file","4.5V～5.5V","-40℃～85℃","OFDM","12","-","-","-"
"fmsh","智能电表---电力线载波","ePLC","http://www.fmsh.com/f06125b3-f72b-64a0-9970-ce4d9cd5d783/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=/UpLoadFile/20140814/ePLC简介.pdf&fileExt=file","4.5V～5.5V","-40℃～85℃","OFDM","12","-","-","-"
