"brand","Series","PartNo","DetailLink","dataSheet","开启电压或电流","电源电压","输出电流","过压、欠压延时","输出时间"
"fmsh","专用模拟电路---带过压、欠压漏电保护器专用电路","FM2148","http://www.fmsh.com/6b1bf2c4-3927-4230-1b82-aad65bf076a7/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=&fileExt=file","5mVrms
","4.8v
","2mA
","0S-6S
","28 ms
","-","-"
