"brand","Series","PartNo","DetailLink","dataSheet","开启电压或电流","电源电压","输出电流","延时时间","输出时间"
"fmsh","专用模拟电路---S型漏电保护器专用电路","FM2149","http://www.fmsh.com/092e417c-eb82-287a-2500-b689dd46f8bb/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=&fileExt=file","5mVrms
","4.8v
","2mA
","可调
","28 ms
","-","-"
