"brand","Series","PartNo","DetailLink","dataSheet","开启电压或电流","电源电压","输出电流","延时时间","输出时间"
"fmsh","专用模拟电路---A型漏电保护器专用电路","FM2147","http://www.fmsh.com/918e29bd-277a-c27c-f2df-1cae5a12fb1f/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=&fileExt=file","5mVrms
","4.8v
","2mA
",">10-100 ms
","28 ms
","-","-"
