"brand","Series","PartNo","DetailLink","dataSheet","容量","符合标准","接口","封装形式","典型应用"
"fmsh","安全与识别芯片---识别设备模块---高频智能非接触读卡器芯片","暂无数据","http://www.fmsh.com/a245eec3-8497-83cb-b98f-ee48a06d78eb/","http://www.fmsh.com/a245eec3-8497-83cb-b98f-ee48a06d78eb/","-","-","-","-","-","-"
