"brand","Series","PartNo","DetailLink","dataSheet","工作电压","接受放大增益","MIC放大增益","DTMF增益"
"fmsh","专用模拟电路---电话机通话电路","FM1062/A","http://www.fmsh.com/7d6794c7-123e-335b-fd6f-0f75c8bf2c9b/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=/UpLoadFile/20140731/FM1062_ds_chs.pdf&fileExt=file","最低1.6v
","31dB
","52dB
","25dB
","-","-","-"
