"brand","Series","PartNo","DetailLink","dataSheet","容量","符合标准","接口","封装形式","典型应用"
"fmsh","安全与识别芯片---识别设备模块---NFC智能非接触控制芯片","FM1935","http://www.fmsh.com/c189034f-7f93-8cee-a99c-1f72cd7508d1/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=/UpLoadFile/20140805/FM1935X_ps_chs.pdf&fileExt=file","-","ISO14443，ISO7816，ISO18092，ISO21481
","多种接口
","QFN 64","具备NFC功能的手持移动设备，及门禁系统、读头控制系统等
","具备NFC功能的手持移动设备，及门禁系统、读头控制系统等
","-"
"fmsh","安全与识别芯片---识别设备模块---NFC智能非接触控制芯片","FM1930","http://www.fmsh.com/c189034f-7f93-8cee-a99c-1f72cd7508d1/","http://www.fmsh.com/AjaxFile/DownLoadFile.aspx?FilePath=/UpLoadFile/20140805/FM1930X_ps_chs.pdf&fileExt=file","-","ISO14443，ISO7816，ISO18092，ISO21481
","多种接口
","BGA 64","具备NFC功能的手机、或行业专用手持设备等
","具备NFC功能的手机、或行业专用手持设备等
","-"
