"brand","Series","PartNo","Type","Url"
"mxic","NAND Flash-MCP","MX63U4GC2GGA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U4GA2GHA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U4GC2GHA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U2GE2GGA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U2GE2GHA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U2GA1GCA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U2GC1GCA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U2GB1GCA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U1GC1GAA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U1GD1GA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG162BallMCPver14.pdf"
"mxic","NAND Flash-MCP","MX63U2GC1GKA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG130BallMCPver10.pdf"
"mxic","NAND Flash-MCP","MX63U2GD1GJA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG130BallMCPver10.pdf"
"mxic","NAND Flash-MCP","MX63U1GC12FA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG130BallMCPver10.pdf"
"mxic","NAND Flash-MCP","MX63U1GD12EA","Datasheets","http://www.macronix.com/en-us/Product/NANDFlash/Documents/MX63UxG130BallMCPver10.pdf"
"mxic","NOR Flash-MCP","MX65U28F64","Datasheets","http://www.macronix.com/en-us/Product/NORFlash/Documents/MX65U28F64MX65U64F32ver11.pdf"
"mxic","NOR Flash-MCP","MX65U64F32","Datasheets","http://www.macronix.com/en-us/Product/NORFlash/Documents/MX65U28F64MX65U64F32ver11.pdf"
"mxic","NOR Flash-MCP","MX69GL126F","Datasheets","http://www.macronix.com/en-us/Product/NORFlash/Documents/MX69GL126Fver10.pdf"
"mxic","NOR Flash-MCP","MX69GL640E","Datasheets","http://www.macronix.com/en-us/Product/NORFlash/Documents/MX69GL642E640E-Iver12.pdf"
"mxic","NOR Flash-MCP","MX69V28F64","Datasheets","http://www.macronix.com/en-us/Product/NORFlash/Documents/MX69V28F64ver13.pdf"
"mxic","NOR Flash-MCP","MX69N64E32","Datasheets","http://www.macronix.com/en-us/Product/NORFlash/Documents/MX69N-Ever15.pdf"
"mxic","NOR Flash-MCP","MX69N64E32","Datasheets","http://www.macronix.com/en-us/Product/NORFlash/Documents/MX69N-E-6x6mm52TFBGAver10.pdf"
"mxic","ROM (Read-Only Memory)","MX23L12810A TSOP","Datasheets","http://www.macronix.com/Lists/DataSheet/Attachments/2933/MX23L12810A TSOP, 3V, 128Mb, v1.0.pdf"
"mxic","ROM (Read-Only Memory)","MX23L12810A TSOP","Recommended Product"
"mxic","ROM (Read-Only Memory)","MX23L12810A TSOP","Application Notes"
"mxic","ROM (Read-Only Memory)","MX23L12810A TSOP","IBIS Models"
"mxic","ROM (Read-Only Memory)","MX23L12810A TSOP","Verilog Models"
"mxic","ROM (Read-Only Memory)","MX23L12810A TSOP","Low Level Driver"
"mxic","NOR Flash-Parallel NOR Flash","MX68GL1G0F","Datasheets","http://www.macronix.com/Lists/DataSheet/Attachments/2740/MX68GL1G0F, 3V, 1Gb, v1.3.pdf"
"mxic","NOR Flash-Parallel NOR Flash","MX68GL1G0F","Recommended Product"
"mxic","NOR Flash-Parallel NOR Flash","MX68GL1G0F","Application Notes","http://www.macronix.com/Lists/ApplicationNote/Attachments/836/AN144V1_MGRT_S29GL-P to MX29GL-F.pdf","http://www.macronix.com/Lists/ApplicationNote/Attachments/876/AN143V2 - Replacing Spansion S29GL_S with Macronix MX29GL_F.pdf"
"mxic","NOR Flash-Parallel NOR Flash","MX68GL1G0F","IBIS Models","http://www.macronix.com/_layouts/15/mxic/DownloadFile.aspx?FileUrl=http://twhspsp1.macronix.com/Lists/TechDoc/Attachments/5165/MX68GL1G0F, IBIS, 64-LFBGA(11mmx13mm), 1.65-3.6V, -40-85C, v1.6.zip&OrginalFileName=MX68GL1G0F, IBIS, 64-LFBGA(11mmx13mm), 1.65~3.6V, -40~85C, v1.6.zip","http://www.macronix.com/_layouts/15/mxic/DownloadFile.aspx?FileUrl=http://twhspsp1.macronix.com/Lists/TechDoc/Attachments/5166/MX68GL1G0F, IBIS, 56-TSOP, 1.65-3.6V, -40-85C, v1.3.zip&OrginalFileName=MX68GL1G0F, IBIS, 56-TSOP, 1.65~3.6V, -40~85C, v1.3.zip"
"mxic","NOR Flash-Parallel NOR Flash","MX68GL1G0F","Verilog Models","http://www.macronix.com/Lists/TechDoc/Attachments/5136/MX68GL1G0F, Verilog, v1.4.zip"
