"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","IQ  (µA)","VIN  MIN.  (V)","VIN  MAX.  (V)","VOUT  MIN.  (V)","VOUT  MAX.  (V)","Freq  (kHz)","Efficiency (%)"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HCU","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HCU/TR","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HCU-L","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HCU-L/TR","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HEU","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HEU/TR","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HEU-L","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6132","SP6132HEU-L/TR","http://www.exar.com/common/content/document.ashx?id=775&languageid=1033&type=datasheet&part=sp6132","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6132/","300KHz PWM Switching Controller","1500","3","28","0.8","27","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137CU","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137CU/TR","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137CU-L","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137CU-L/TR","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137EU","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137EU/TR","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137EU-L","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137EU-L/TR","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6137","SP6137LEDEB","http://www.exar.com/common/content/document.ashx?id=651&languageid=1033&type=datasheet&part=sp6137","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6137/","900KHz PWM Switching Controller","1500","3","20","0.8","10","900","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134EB","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HCU","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HCU/TR","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HCU-L","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HCU-L/TR","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HEU","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HEU/TR","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HEU-L","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HEU-L/TR","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6134","SP6134HVLEDEB","http://www.exar.com/common/content/document.ashx?id=650&languageid=1033&type=datasheet&part=sp6134","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6134/","600KHz PWM Step-Down Controller","1500","3","28","0.8","27","600","94"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6136","SP6136EB","http://www.exar.com/common/content/document.ashx?id=1042&languageid=1033&type=datasheet&part=sp6136","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6136/","Synchronous Buck Switching Controller","1500","3","24","0.8","22","600","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6136","SP6136ER1","http://www.exar.com/common/content/document.ashx?id=1042&languageid=1033&type=datasheet&part=sp6136","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6136/","Synchronous Buck Switching Controller","1500","3","24","0.8","22","600","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6136","SP6136ER1/TR","http://www.exar.com/common/content/document.ashx?id=1042&languageid=1033&type=datasheet&part=sp6136","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6136/","Synchronous Buck Switching Controller","1500","3","24","0.8","22","600","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6136","SP6136ER1-ES","http://www.exar.com/common/content/document.ashx?id=1042&languageid=1033&type=datasheet&part=sp6136","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6136/","Synchronous Buck Switching Controller","1500","3","24","0.8","22","600","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6136","SP6136ER1-L","http://www.exar.com/common/content/document.ashx?id=1042&languageid=1033&type=datasheet&part=sp6136","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6136/","Synchronous Buck Switching Controller","1500","3","24","0.8","22","600","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6136","SP6136ER1-L/TR","http://www.exar.com/common/content/document.ashx?id=1042&languageid=1033&type=datasheet&part=sp6136","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6136/","Synchronous Buck Switching Controller","1500","3","24","0.8","22","600","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6133","SP6133EB","http://www.exar.com/common/content/document.ashx?id=1041&languageid=1033&type=datasheet&part=sp6133","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6133/","Synchronous Buck Switching Controller ","1500","3","24","0.8","22","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6133","SP6133ER1","http://www.exar.com/common/content/document.ashx?id=1041&languageid=1033&type=datasheet&part=sp6133","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6133/","Synchronous Buck Switching Controller ","1500","3","24","0.8","22","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6133","SP6133ER1/TR","http://www.exar.com/common/content/document.ashx?id=1041&languageid=1033&type=datasheet&part=sp6133","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6133/","Synchronous Buck Switching Controller ","1500","3","24","0.8","22","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6133","SP6133ER1-ES","http://www.exar.com/common/content/document.ashx?id=1041&languageid=1033&type=datasheet&part=sp6133","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6133/","Synchronous Buck Switching Controller ","1500","3","24","0.8","22","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6133","SP6133ER1-L","http://www.exar.com/common/content/document.ashx?id=1041&languageid=1033&type=datasheet&part=sp6133","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6133/","Synchronous Buck Switching Controller ","1500","3","24","0.8","22","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","SP6133","SP6133ER1-L/TR","http://www.exar.com/common/content/document.ashx?id=1041&languageid=1033&type=datasheet&part=sp6133","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/sp6133/","Synchronous Buck Switching Controller ","1500","3","24","0.8","22","300","95"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","XRP6124","XRP6124ES0.5-F","http://www.exar.com/common/content/document.ashx?id=20618&languageid=1033&type=datasheet&part=xrp6124","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/xrp6124/","Non-Synchronous PFET Step-Down Controller ","500","3","30","1.2","16","Variable","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","XRP6124","XRP6124ESTR0.5-F","http://www.exar.com/common/content/document.ashx?id=20618&languageid=1033&type=datasheet&part=xrp6124","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/xrp6124/","Non-Synchronous PFET Step-Down Controller ","500","3","30","1.2","16","Variable","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","XRP6124","XRP6124EVB","http://www.exar.com/common/content/document.ashx?id=20618&languageid=1033&type=datasheet&part=xrp6124","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/xrp6124/","Non-Synchronous PFET Step-Down Controller ","500","3","30","1.2","16","Variable","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","XRP6124","XRP6124HVES0.5-F","http://www.exar.com/common/content/document.ashx?id=20618&languageid=1033&type=datasheet&part=xrp6124","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/xrp6124/","Non-Synchronous PFET Step-Down Controller ","500","3","30","1.2","16","Variable","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","XRP6124","XRP6124HVESTR0.5-F","http://www.exar.com/common/content/document.ashx?id=20618&languageid=1033&type=datasheet&part=xrp6124","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/xrp6124/","Non-Synchronous PFET Step-Down Controller ","500","3","30","1.2","16","Variable","92"
"exar","Power Management---Power Conversion-Switching Controllers-Step-down Controllers","XRP6124","XRP6124HVEVB","http://www.exar.com/common/content/document.ashx?id=20618&languageid=1033&type=datasheet&part=xrp6124","http://www.exar.com/power-management/power-conversion/switching-controllers/step-down-controllers/xrp6124/","Non-Synchronous PFET Step-Down Controller ","500","3","30","1.2","16","Variable","92"
