"brand","Series","PartNo","DataSheet","DetailLink","Maximum Performance Compression/Encryption/Hash","Maximum Performance           RSA 2048-bit ops/sec"
"exar","Network Security---Networking Data Security & Compression---DX Series","DX2040","-","http://www.exar.com/network-security/data-security-and-compression/dx-series/dx2040","40 Gbit/sec 
            5 GB/sec","40K"
