"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","# of  Channels","IQ  (µA)","VCC  MIN.  (V)","VCC  MAX.  (V)","Reset  Threshold  (V)","Min  Reset  Threshold","Max  Reset  Threshold","Reset  Active","Reset  ACC  (mV)","Reset  ACC  (%)","Reset  Output  Type"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACN-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACN-L/TR","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACP","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACP-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACP-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACT","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACT/TR","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACT-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691ACT-L/TR","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AEN","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AEN/TR","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AEN-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AEN-L/TR","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AEP","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AEP-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AEP-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AET","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AET/TR","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AET-L","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AET-L/TR","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXN","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXN-1","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXN-2","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXP","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXP-1","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXP-2","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXT","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXT-1","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP691","SP691AXT-2","http://www.exar.com/common/content/document.ashx?id=680&languageid=1033&type=datasheet&part=sp691","http://www.exar.com/power-management/system-controls/supervisors/sp691/","Low Power Microprocessor Supervisory with Battery Switch-Over","1","60","-","5.5","4.65","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CN","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CN/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CN-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CN-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CP","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CP-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CU","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CU/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CU-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708CU-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EN","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EN/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EN-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EN-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EP","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EP-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EU","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EU/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EU-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708EU-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCN","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCN/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCN-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCN-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCP","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCP-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCU","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCU/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCU-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708RCU-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REN","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REN/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REN-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REN-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REP","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REP-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REU","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REU/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REU-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708REU-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCN","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCN/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCN-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCN-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCP","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCP-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCU","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCU/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCU-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SCU-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SEN","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SEN/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SEN-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SEN-L/TR","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SEP","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
"exar","Power Management---System Controls-Supervisors-Supervisors","SP708S","SP708SEP-L","http://www.exar.com/common/content/document.ashx?id=678&languageid=1033&type=datasheet&part=sp708","http://www.exar.com/power-management/system-controls/supervisors/sp708/","Low Power Microprocessor Supervisory Circuits","1","40","1","5.5","2.93","-","-","low/high","125","-","Other"
