"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","IOUT (mA)","VIN MIN.  (V)","VIN  MAX.  (V)","IQ  (µA)","Acc","Vdrop  (mV)","VOUT  1.2V","VOUT  1.5V","VOUT   1.8V","VOUT  2.0V","VOUT  2.5V","VOUT  2.7V","VOUT  2.85V","VOUT  2.8V","VOUT  3.0V","VOUT  3.3V","VOUT  3.5V","VOUT  5.0V","VOUT  Adj."
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-1-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-1-8/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-2-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-2-5/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-2-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-2-8/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-2-85","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-2-85/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-3-0","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-3-0/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-3-3","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-3-3/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-5-0","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AT-L-5-0/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-1-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-2-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-2-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-2-85","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-1-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-1-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-2-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-2-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-2-85","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-3-0","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-3-3","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587AU-L-5-0","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-1-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-1-5/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-1-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-1-8/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-2-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-2-5/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-3-3","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-3-3/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-5-0","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-5-0/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-1-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-1-5/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-1-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-1-8/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-2-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-2-5/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-3-0","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-3-0/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-3-3","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-3-3/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-5-0","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587R-L-5-0/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-1-5/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-1-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-1-8/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-2-5","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-2-5/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-2-8","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-2-8/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-2-85","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
"exar","Power Management-Power Conversion-LDOs and Regulators-Linear LDOs","SPX1587","SPX1587T-2-85/TR","http://www.exar.com/common/content/document.ashx?id=601&languageid=1033&type=datasheet&part=spx1587","http://www.exar.com/power-management/power-conversion/ldos-and-regulators/linear-ldos/spx1587/","3A Low Dropout Voltage Regulator","3000","2.5","10","4000","1%, 2%","1100","-","▪","-","-","▪","-","-","-","-","▪","-","▪","▪"
