"brand","Series","PartNo","DataSheet","DetailLink","Maximum Performance               
            CompressionEncryption/Hash ","Maximum Performance 
            RSA 2048-bit ops/sec "
"exar","Network Security-Networking Data Security & Compression-XR9200 Series","XR9240","-","http://www.exar.com/network-security/data-security-and-compression/xr9200-series/xr9240","40 Gbit/sec/  
            5 GB/sec","40K"
