"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","# of  Channels","Gmin   (V/V)","BW @ Gmin   (MHz)","SR   (V/µs)","IS per ch   (mA)","IOUT (mA)","en   (nV/√Hz)","Vio Max  (±) (mV)","Min Vs   (V)","Max Vs   (V)"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ISO8X","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001IST6","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001IST6EVB","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001IST6MTR","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001IST6X","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2008","XR2008IMP8EVB","http://www.exar.com/common/content/document.ashx?id=21589&languageid=1033&type=datasheet&part=xr2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2008/","Dual, 0.5mA, 75MHz Rail-to-Rail Amplifier","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2008","XR2008IMP8MTR","http://www.exar.com/common/content/document.ashx?id=21589&languageid=1033&type=datasheet&part=xr2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2008/","Dual, 0.5mA, 75MHz Rail-to-Rail Amplifier","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2008","XR2008IMP8X","http://www.exar.com/common/content/document.ashx?id=21589&languageid=1033&type=datasheet&part=xr2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2008/","Dual, 0.5mA, 75MHz Rail-to-Rail Amplifier","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2008","XR2008ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21589&languageid=1033&type=datasheet&part=xr2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2008/","Dual, 0.5mA, 75MHz Rail-to-Rail Amplifier","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2008","XR2008ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21589&languageid=1033&type=datasheet&part=xr2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2008/","Dual, 0.5mA, 75MHz Rail-to-Rail Amplifier","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2008","XR2008ISO8X","http://www.exar.com/common/content/document.ashx?id=21589&languageid=1033&type=datasheet&part=xr2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2008/","Dual, 0.5mA, 75MHz Rail-to-Rail Amplifier","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2605","CLC2605ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21394&languageid=1033&type=datasheet&part=clc2605","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2605/","Dual 1.5GHz, 2,500V/µs Current Feedback Amplifier","2","1","1500","2500","12","120","3.7","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2605","CLC2605ISO8TR","http://www.exar.com/common/content/document.ashx?id=21394&languageid=1033&type=datasheet&part=clc2605","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2605/","Dual 1.5GHz, 2,500V/µs Current Feedback Amplifier","2","1","1500","2500","12","120","3.7","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2605","CLC2605ISO8X","http://www.exar.com/common/content/document.ashx?id=21394&languageid=1033&type=datasheet&part=clc2605","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2605/","Dual 1.5GHz, 2,500V/µs Current Feedback Amplifier","2","1","1500","2500","12","120","3.7","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2009","XR2009IMP8EVB","http://www.exar.com/common/content/document.ashx?id=21588&languageid=1033&type=datasheet&part=xr2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2009/","Dual, 0.2mA, 35MHz Rail-to-Rail Amplifier","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2009","XR2009IMP8MTR","http://www.exar.com/common/content/document.ashx?id=21588&languageid=1033&type=datasheet&part=xr2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2009/","Dual, 0.2mA, 35MHz Rail-to-Rail Amplifier","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2009","XR2009IMP8X","http://www.exar.com/common/content/document.ashx?id=21588&languageid=1033&type=datasheet&part=xr2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2009/","Dual, 0.2mA, 35MHz Rail-to-Rail Amplifier","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2009","XR2009ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21588&languageid=1033&type=datasheet&part=xr2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2009/","Dual, 0.2mA, 35MHz Rail-to-Rail Amplifier","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2009","XR2009ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21588&languageid=1033&type=datasheet&part=xr2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2009/","Dual, 0.2mA, 35MHz Rail-to-Rail Amplifier","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR2009","XR2009ISO8X","http://www.exar.com/common/content/document.ashx?id=21588&languageid=1033&type=datasheet&part=xr2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr2009/","Dual, 0.2mA, 35MHz Rail-to-Rail Amplifier","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR8052","XR8052AMP8EVB","http://www.exar.com/common/content/document.ashx?id=21340&languageid=1033&type=datasheet&part=xr8052","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr8052/","Dual, Low Cost, High Speed Rail-to-Rail Amplifier
","2","1","175","190","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR8052","XR8052AMP8MTR","http://www.exar.com/common/content/document.ashx?id=21340&languageid=1033&type=datasheet&part=xr8052","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr8052/","Dual, Low Cost, High Speed Rail-to-Rail Amplifier
","2","1","175","190","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR8052","XR8052AMP8X","http://www.exar.com/common/content/document.ashx?id=21340&languageid=1033&type=datasheet&part=xr8052","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr8052/","Dual, Low Cost, High Speed Rail-to-Rail Amplifier
","2","1","175","190","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR8052","XR8052ASO8EVB","http://www.exar.com/common/content/document.ashx?id=21340&languageid=1033&type=datasheet&part=xr8052","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr8052/","Dual, Low Cost, High Speed Rail-to-Rail Amplifier
","2","1","175","190","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR8052","XR8052ASO8MTR","http://www.exar.com/common/content/document.ashx?id=21340&languageid=1033&type=datasheet&part=xr8052","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr8052/","Dual, Low Cost, High Speed Rail-to-Rail Amplifier
","2","1","175","190","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","XR8052","XR8052ASO8X","http://www.exar.com/common/content/document.ashx?id=21340&languageid=1033&type=datasheet&part=xr8052","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/xr8052/","Dual, Low Cost, High Speed Rail-to-Rail Amplifier
","2","1","175","190","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2058","CLC2058ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21399&languageid=1033&type=datasheet&part=clc2058","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2058/","Dual 4V to 36V Amplifier","2","1","4.86","3","1.25","35","10","5","4","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2058","CLC2058ISO8X","http://www.exar.com/common/content/document.ashx?id=21399&languageid=1033&type=datasheet&part=clc2058","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2058/","Dual 4V to 36V Amplifier","2","1","4.86","3","1.25","35","10","5","4","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2050","CLC2050ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21391&languageid=1033&type=datasheet&part=clc2050","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2050/","Dual, Low Power, 3V to 36V Amplifier
","2","1","0.33","0.285","0.65","40","40","5","3","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2050","CLC2050ISO8X","http://www.exar.com/common/content/document.ashx?id=21391&languageid=1033&type=datasheet&part=clc2050","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2050/","Dual, Low Power, 3V to 36V Amplifier
","2","1","0.33","0.285","0.65","40","40","5","3","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2059","CLC2059ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21400&languageid=1033&type=datasheet&part=clc2059","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2059/","Dual, Low Noise, 4V to 36V Amplifier
","2","1","11.7","7","1.5","45","4","3","4","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2059","CLC2059ISO8X","http://www.exar.com/common/content/document.ashx?id=21400&languageid=1033&type=datasheet&part=clc2059","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2059/","Dual, Low Noise, 4V to 36V Amplifier
","2","1","11.7","7","1.5","45","4","3","4","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2011","CLC2011IMP8EVB","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc2011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2011/","Dual, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","2","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2011","CLC2011IMP8MTR","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc2011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2011/","Dual, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","2","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2011","CLC2011IMP8X","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc2011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2011/","Dual, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","2","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2011","CLC2011ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc2011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2011/","Dual, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","2","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2011","CLC2011ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc2011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2011/","Dual, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","2","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2011","CLC2011ISO8X","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc2011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2011/","Dual, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","2","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023AMP8","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023AMP8EVB","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023AMP8MTR","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023AMP8X","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ASO8","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ASO8EVB","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ASO8MTR","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ASO8X","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023IMP8","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023IMP8EVB","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023IMP8MTR","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023IMP8X","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ISO8","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2023","CLC2023ISO8X","http://www.exar.com/common/content/document.ashx?id=21398&languageid=1033&type=datasheet&part=clc2023","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2023/","Dual, Low Distortion, Low Offset, RRIO Amplifier
","2","1","55","12","2.2","60","3.5","6","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2010","CLC2010ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21389&languageid=1033&type=datasheet&part=clc2010","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2010/","Dual 70μA, Low Cost, 2.5 to 5.5V, 7.3MHz Rail-to-Rail Amplifiers
","2","1","7.3","9","0.07","4","29","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2010","CLC2010ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21389&languageid=1033&type=datasheet&part=clc2010","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2010/","Dual 70μA, Low Cost, 2.5 to 5.5V, 7.3MHz Rail-to-Rail Amplifiers
","2","1","7.3","9","0.07","4","29","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2010","CLC2010ISO8X","http://www.exar.com/common/content/document.ashx?id=21389&languageid=1033&type=datasheet&part=clc2010","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2010/","Dual 70μA, Low Cost, 2.5 to 5.5V, 7.3MHz Rail-to-Rail Amplifiers
","2","1","7.3","9","0.07","4","29","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2009","CLC2009ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21388&languageid=1033&type=datasheet&part=clc2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2009/","Dual 0.2mA, Low Cost, 2.5 to 5.5V, 35MHz Rail-to-Rail Amplifiers
","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2009","CLC2009ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21388&languageid=1033&type=datasheet&part=clc2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2009/","Dual 0.2mA, Low Cost, 2.5 to 5.5V, 35MHz Rail-to-Rail Amplifiers
","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2009","CLC2009ISO8X","http://www.exar.com/common/content/document.ashx?id=21388&languageid=1033&type=datasheet&part=clc2009","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2009/","Dual 0.2mA, Low Cost, 2.5 to 5.5V, 35MHz Rail-to-Rail Amplifiers
","2","1","35","27","0.208","8.5","21","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2601","CLC2601ISO8","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc2601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2601/","Dual, 550MHz, 1,500V/μs Amplifier","2","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2601","CLC2601ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc2601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2601/","Dual, 550MHz, 1,500V/μs Amplifier","2","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2601","CLC2601ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc2601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2601/","Dual, 550MHz, 1,500V/μs Amplifier","2","1","550","1500","5.2","52","7","7.5","8","12"
