"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","Line Interface","Protocols","Bus I/F","System  Bus I/F","Pwr Sup","Pkgs"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT94L43","XRT94L43IB","http://www.exar.com/common/content/document.ashx?id=399&languageid=1033&type=datasheet&part=xrt94l43","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt94l43/","SONET/SDH  STS-12/STM-4  to  E3/DS3/STS-1 Mapper/Demapper","1xSTS-12 4xSTS-3","n/a","8-Bit, 77.76MHz","n/a","2.5V","PBGA-516"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT94L43","XRT94L43IB-F","http://www.exar.com/common/content/document.ashx?id=399&languageid=1033&type=datasheet&part=xrt94l43","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt94l43/","SONET/SDH  STS-12/STM-4  to  E3/DS3/STS-1 Mapper/Demapper","1xSTS-12 4xSTS-3","n/a","8-Bit, 77.76MHz","n/a","2.5V","PBGA-516"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT94L33","XRT94L33IB","http://www.exar.com/common/content/document.ashx?id=4&languageid=1033&type=datasheet&part=xrt94l33","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt94l33/","Multi-Channel, Multi-Function Device Aggregates 3 DS3/E3/STS-1 into OC3/STM-1","1xSTS-3 1xSTM-1 3xDS3/E3/STS-1","SONET/SDH ATM, PPP","8-Bit, 77.76MHz","Utopia/POS PHY","3.3V","PBGA-504"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT94L33","XRT94L33IB-L","http://www.exar.com/common/content/document.ashx?id=4&languageid=1033&type=datasheet&part=xrt94l33","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt94l33/","Multi-Channel, Multi-Function Device Aggregates 3 DS3/E3/STS-1 into OC3/STM-1","1xSTS-3 1xSTM-1 3xDS3/E3/STS-1","SONET/SDH ATM, PPP","8-Bit, 77.76MHz","Utopia/POS PHY","3.3V","PBGA-504"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT86SH328","XRT86SH328IB","http://www.exar.com/common/content/document.ashx?id=475&languageid=1033&type=datasheet&part=xrt86sh328","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt86sh328/","Integrated 28-Channel T1/E1 LIU/Framer, VT/TU Mapper and M13 Multiplexer","DS1/E1 1x STS-1/STS-3 1xSTM-0/STM-1","SONET/SDH","19.44/6.98MHz Telecom","n/a","3.3V/1.8V","BGA-568"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT86SH328","XRT86SH328IB-F","http://www.exar.com/common/content/document.ashx?id=475&languageid=1033&type=datasheet&part=xrt86sh328","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt86sh328/","Integrated 28-Channel T1/E1 LIU/Framer, VT/TU Mapper and M13 Multiplexer","DS1/E1 1x STS-1/STS-3 1xSTM-0/STM-1","SONET/SDH","19.44/6.98MHz Telecom","n/a","3.3V/1.8V","BGA-568"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT94L31","XRT94L31IB","http://www.exar.com/common/content/document.ashx?id=187&languageid=1033&type=datasheet&part=xrt94l31","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt94l31/","3-Channel DS3/E3/STS-1 to STS-3/STM-1 Mapper","DS3/E3 STS-1/ STS-3 STM-1","SONET/SDH","n/a","n/a","3.3V","TBGA-504"
"exar","Communications---SDH/SONET-Mappers + Framers-Mappers + Framers","XRT94L31","XRT94L31IB-L","http://www.exar.com/common/content/document.ashx?id=187&languageid=1033&type=datasheet&part=xrt94l31","http://www.exar.com/communications/sdh-sonet/mappers-and-framers/xrt94l31/","3-Channel DS3/E3/STS-1 to STS-3/STM-1 Mapper","DS3/E3 STS-1/ STS-3 STM-1","SONET/SDH","n/a","n/a","3.3V","TBGA-504"
