"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","IOUT (mA)","VIN  MIN.  (V)","VIN  MAX.  (V)","IQ  (µA)","Acc","Vdrop  (mV)","VOUT  1.2V","VOUT  1.5V","VOUT   1.8V","VOUT  2.0V","VOUT  2.5V","VOUT  2.7V","VOUT  2.85V","VOUT  2.8V","VOUT  3.0V","VOUT  3.3V","VOUT  3.5V","VOUT  5.0V","VOUT  Adj."
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431M5-L","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431M5-L/TR","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431N","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431N/TR","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431N-L","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431N-L/TR","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431S","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431S/TR","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431S-L","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX1431","SPX1431S-L/TR","http://www.exar.com/common/content/document.ashx?id=774&languageid=1033&type=datasheet&part=spx1431","http://www.exar.com/power-management/system-controls/voltage-references/spx1431/","Precision Adjustable Shunt Regulator","150","-","36","1000","0.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385AM-L-2-5","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385AM-L-2-5/TR","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385AM-L-5-0","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385AM-L-5-0/TR","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385AS-L-1-2","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385AS-L-1-2/TR","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385N-L-2-5","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX385","SPX385N-L-2-5/TR","http://www.exar.com/common/content/document.ashx?id=21165&languageid=1033&type=datasheet&part=spx385","http://www.exar.com/power-management/system-controls/voltage-references/spx385/","Micropower Highly Stable Voltage Reference","20","-","-","10","1%, 2%","-","▪","-","-","-","▪","-","-","-","-","-","-","▪","-"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM1","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM1/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM1-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM1-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAM-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAN","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAN/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAN-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAN-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAS","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAS/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAS-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LAS-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LBM5-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LBM5-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM1","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM1/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM1-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM1-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCM-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCN","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCN/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCN-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCN-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCS","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCS/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCS-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LCS-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LJAM1-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LJAN-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LJAN-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LJCN-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LJCN-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM1","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM1/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM1-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM1-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LM-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LN","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LN/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LN-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LN-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LS","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LS/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LS-L","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
"exar","Power Management---System Controls-Voltage References-Voltage References","SPX431","SPX431LS-L/TR","http://www.exar.com/common/content/document.ashx?id=665&languageid=1033&type=datasheet&part=spx431","http://www.exar.com/power-management/system-controls/voltage-references/spx431/","Precision Adjustable Shunt Regulator","100","-","20","1000","0.5%, 1%, 2%","-","-","-","-","-","-","-","-","-","-","-","-","-","▪"
