brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","VAC (Min) (V)","VAC (Max) (V)","VOUT (Max) (V)","Open LED Protection","Type","VFB(V)","Switching Freq (Max) (kHz)","Iq(mA)","Shutdown Current (uA)","Rds(on) (Ω)","Synchronous","Grade","Package"
"mps","LED Lighting & Illumination---Protection","MP4690","http://www.monolithicpower.com/Products/Product-Detail?ProductID=608","http://new.zlgmcu.com/mps_datasheet/MP4690.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1392","MP4690","Active","","Smart bypass for LED open protection","999.0","999.0","999.0","","999","999.0","999.0","999.0","1.0","0.22","","Catalog","SOD123"
