brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","VIN (Min) (V)","VIN (Max) (V)","Switching Freq. (Max) (kHz)","Control Method","Type","POUT (Max) (W)","VFB(V)","VBR (V)","Iq(mA)","Iop(mA)","VOVP(V)","VCC (Max) (V)","VCCH (V)","VCCL (V)","Vth(V)","Vref(V)","Grade","Package","Power Watts","Power Range defined"
"mps","AC-DC Power Conversion---Fluorescent Lighting","HR2000","http://www.monolithicpower.com/Products/Product-Detail?ProductID=21","http://new.zlgmcu.com/mps_datasheet/HR2000.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=54","HR2000","Active","","PFC+Resonant half-bridge controller","8.2","16.0","","LC/PRC","Resonant Controller","150.0","","630.0","","1.7","1.27","16.0","12.0","8.2","0.75","2.5","Catalog","SOIC16","450.0",""
