brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","POUT (Max) (W)","Type","VAC (Min) (V)","VAC (Max) (V)","Switching Freq. (Max) (kHz)","Rds(on) (Ω)","Isw Limit (A)","VFB(V)","VBR (V)","VCC (Max) (V)","Grade","Package","Power Watts","Power Range defined"
"mps","AC-DC Power Conversion---Flybacks---Primary Side Regulation","MP020-5","http://www.monolithicpower.com/Products/Product-Detail?ProductID=8","http://new.zlgmcu.com/mps_datasheet/MP020-5.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=14","MP020-5","Active","","Primary-side regulator with CV/CC control","7.0","Regulator","85.0","265.0","75.0","10.0","0.38","4.0","700.0","30.0","Catalog","SOIC8-7A","10.0",""
