brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Description","VIN (Min) (V)","VIN (Max) (V)","Isw Limit(Typ)(A)","Iq (Typ)(mA)","VFB(V)","Switching Freq (Max) (kHz)","Power Good","Soft Start","Special Features","Package","Note For Status"
"mps","DC-DC Power Conversion---Switching Regulators---Flyback---Converters","MP6004 ","http://www.monolithicpower.com/Products/Product-Detail?ProductID=913","http://new.zlgmcu.com/mps_datasheet/MP6004 .pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=4061","MP6004 ","New","Primary-Side Regulated Flyback/Buck 80V, 3A DCDC Converter","14.0","80.0","3.0","0.38","1.99","200.0","","","Programmable Current Limit, Primary-Side Regulated Control, Open-Circuit Protection","QFN3x3-14",""
