brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","VIN (Min) (V)","VIN (Max) (V)","Iq(mA)","PSRR (dB)","Offset Voltage (mV)","Grade","Package"
"mps","Precision Analog---High-Side Current Sense Amplifiers","MP8110","http://www.monolithicpower.com/Products/Product-Detail?ProductID=495","http://new.zlgmcu.com/mps_datasheet/MP8110.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1159","MP8110","Active","","High-Side Current Sense","2.5","40.0","12.0","97.0","0.5","Catalog","SOIC8,MSOP8"
