brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","VAC (Min) (V)","VAC (Max) (V)","Switching Freq (Max) (kHz)","Control Method","Type","VFB(V)","VOVP(V)","POUT (Max) (W)","VBR (V)","Rds(on) (Ω)","TLEB(ns)","IAS(A)","Icharge (mA)","Ileak (uA)","VCC (Max) (V)","VCCH (V)","VCCL (V)","Grade","Package"
"mps","LED Lighting & Illumination---AC-DC Isolated---No PFC, No-Triac Dimming","MP4034","http://www.monolithicpower.com/Products/Product-Detail?ProductID=575","http://new.zlgmcu.com/mps_datasheet/MP4034.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1300","MP4034","Active","","Primary-side regulator with accurate CC control for LED driver","85.0","265.0","75.0","Primary-side control","Offline Regulator","","6.3","8.0","700.0","10.0","300.0","999.0","0.55","1.0","30.0","17.3","6.3","Catalog","SOIC8-7A"
