brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","VAC (Min) (V)","VAC (Max) (V)","VOUT (Max) (V)","Open LED Protection","Type","POUT (Max) (W)","VFB(V)","Switching Freq (Max) (kHz)","Iq(mA)","Shutdown Current (uA)","Rds(on) (Ω)","Synchronous","Grade"
"mps","LED Lighting & Illumination---AC-DC Non-Isolated---PFC, No-Triac Dimming","MP4051","http://www.monolithicpower.com/Products/Product-Detail?ProductID=586","http://new.zlgmcu.com/mps_datasheet/MP4051.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1807","MP4051","Active","","Primary Side Control Offline Non-Isolated LED Controller with Active PFC","85.0","265.0","","True","Buck-boost","40.0","0.4","333.0","0.75","20.0","","","Catalog"
