brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","VAC (Min) (V)","VAC (Max) (V)","POUT (Max) (mW)","Type","Vref(V)","VOUT (Min) (V)","VOUT (Max) (V)","VBR (V)","Rds(on) (Ω)","VDLMT (V)","VDTHOUT (V)","VDUVLO (V)","IOLMT (mA)","VDROP (V)","VTHPG (V)","Grade","Package","Power Watts","Power Range defined"
"mps","AC-DC Power Conversion---HV Smart LDO Regulators<1W","MP100L","http://www.monolithicpower.com/Products/Product-Detail?ProductID=823","http://new.zlgmcu.com/mps_datasheet/MP100L.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3454","MP100L","New","","Offline Inductor-Less Regulator for Low Power Applications - Lower EMI","85.0","305.0","400.0","Linear Regulator","1.235","1.5","15.0","700.0","9.5","","","","","","1.12","Catalog","SOIC8E","",""
"mps","AC-DC Power Conversion---HV Smart LDO Regulators<1W","MP100","http://www.monolithicpower.com/Products/Product-Detail?ProductID=1","http://new.zlgmcu.com/mps_datasheet/MP100.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1","MP100","NRFND","Refer to  MP100L","Offline inductor-less Regulator for Low Power Application","85.0","305.0","400.0","Linear Regulator","1.235","1.5","15.0","700.0","9.5","999.0","999.0","999.0","999.0","999.0","1.07","Catalog","SOIC8E","1.0",""
"mps","AC-DC Power Conversion---HV Smart LDO Regulators<1W","MP103","http://www.monolithicpower.com/Products/Product-Detail?ProductID=3","http://new.zlgmcu.com/mps_datasheet/MP103.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1696","MP103","Active","","Higher Power, Offline inductor-less Controller w/external BJT","85.0","305.0","800.0","Linear Controller","1.235","1.5","15.0","700.0","","999.0","999.0","999.0","999.0","999.0","","Catalog","SOIC8E","1.0",""
