brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Description","V(BR)DSS(V)","VGS(V)","Rds(on) (Ω)","Ton(ns)","Toff(ns)","tDETECT(ms)","ISC(mA)","ISUPPLY (uA)","Pin Voltage (V)","Grade","Package","Power Watts","Power Range defined"
"mps","AC-DC Power Conversion---Power Savers","LN60A01","http://www.monolithicpower.com/Products/Product-Detail?ProductID=55","http://new.zlgmcu.com/mps_datasheet/LN60A01.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=140","LN60A01","Active","","600V, Triple N-Channel MOSFET with Common Gate Control","600.0","1.0","190.0","999.0","999.0","","","","","Catalog","SOIC8,DIP8","",""
