"brand","Series","PartNo","DetailLink","dataSheet","Convert Type","Vin(V)","Man. Vo(V)","Efficiency(%)","ISD(uA)","Pkg-Pin(mm)","Document","Status"
"issi","Analog-Sensor & Power Management---Power Management","IS31PW8200","http://www.issi.com/US/product-analog-pwr-mgmt.shtml","http://www.issi.com/WW/pdf/31PW8200.pdf"," -","2.4-5.5"," -"," -","100","QFN-20(3x3)","-","Prod"
