"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Type","Vcc","Refsh","Speed","Pkg(Pins)","Status","Models","Comment"
"issi","DRAM-DDR SDRAM---Special DDR SDRAM Products","IS43R16400B","http://www.issi.com/US/product-dram-ddr.shtml","http://www.issi.com/WW/pdf/43R16400B.pdf","64M","4Mx16","DDR","2.5V","4K","200,166,133","TSOP2(66)","Contact","-"," "
