"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Type","Vcc","Refsh","Speed","Pkg(Pins)","Status","Models","Comment"
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR81280A","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16640A-81280A-16640AL.pdf","1G","128Mx8","DDR3","1.5V","8K","1600,1333","BGA(78)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR81280B","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16640B-81280BL.pdf"," ","128Mx8","DDR3","1.5V","8K","1600,1333","BGA(78)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR16640A","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16640A-81280A-16640AL.pdf"," ","64Mx16","DDR3","1.5V","8K","1600,1333","BGA(96)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR16640B","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16640B-81280BL.pdf"," ","64Mx16","DDR3","1.5V","8K","1600,1333","BGA(96)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR82560A","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16128A-82560AL.pdf","2G","256Mx8","DDR3","1.5V","8K","1600,1333","BGA(78)","EOL","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR82560B","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16128B-82560BL.pdf"," ","256Mx8","DDR3","1.5V","8K","1600,1333","BGA(78)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR82560C","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16128C-82560CL.pdf"," ","256Mx8","DDR3","1.5V","8K","1600,1333","BGA(78)","S=NOW"," "," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR16128A","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16128A-82560AL.pdf"," ","128Mx16","DDR3","1.5V","8K","1600,1333","BGA(96)","NR","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR16128B","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16128B-82560BL.pdf"," ","128Mx16","DDR3","1.5V","8K","1600,1333","BGA(96)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR16128C","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16128C-82560CL.pdf"," ","128Mx16","DDR3","1.5V","8K","1600,1333","BGA(96)","S=NOW"," "," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR85120A","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16256A-85120AL.pdf","4G","512Mx8","DDR3","1.5V","8K","1600,1333","BGA(78)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR16256A","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16256A-85120AL.pdf"," ","256Mx16","DDR3","1.5V","8K","1600,1333","BGA(96)","Prod","-"," "
"issi","DRAM-DDR3 SDRAM---1.5V DDR3 SDRAM Automotive","IS46TR16512A","http://www.issi.com/US/product-dram-ddr3.shtml","http://www.issi.com/WW/pdf/43-46TR16512A.pdf","8G","512Mx16","DDR3","1.5V","8K","1600,1333","BGA(96)","Prod","-"," "
