"brand","Series","PartNo","DetailLink","dataSheet","Den","Type","Vcc","Frequency","Temp.Range","Package Type","Status","Comment"
"issi","Flash-HyperFlash™---FWH/ LPC Flash","IS49FL004T","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/49FL004T.pdf","4M","x8","3.0-3.6V","33Mhz","0 to 85°C","PLCC,VSOP","Prod"," "
