"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Vcc","Speed(ns)","Pkg(Pins)","Status","Models","Comment"
"issi","SRAM-Asynchronous SRAM---5V Low Power Asynchronous SRAM","IS62C256AL","http://www.issi.com/US/product-asynchronous-sram.shtml","http://www.issi.com/WW/pdf/62-65C256AL.pdf","256K","32Kx8","5V","25,45","SOP(28),TSOP1(28)","Prod","-"," "
"issi","SRAM-Asynchronous SRAM---5V Low Power Asynchronous SRAM","IS62C1024AL","http://www.issi.com/US/product-asynchronous-sram.shtml","http://www.issi.com/WW/pdf/62-65C1024AL.pdf","1M","128Kx8","5V","35","SOP(32),TSOP1(32)","Prod","-"," "
"issi","SRAM-Asynchronous SRAM---5V Low Power Asynchronous SRAM","IS62C5128BL","http://www.issi.com/US/product-asynchronous-sram.shtml","http://www.issi.com/WW/pdf/62-65C5128BL.pdf","4M","512Kx8","5V","45","SOP(32),TSOP1(32),sTSOP1(32)","Prod","-"," "
"issi","SRAM-Asynchronous SRAM---5V Low Power Asynchronous SRAM","IS62C25616BL","http://www.issi.com/US/product-asynchronous-sram.shtml","http://www.issi.com/WW/pdf/62-65C25616BL.pdf"," ","256Kx16","5V","45","TSOP2(44)","Prod","-"," "
"issi","SRAM-Asynchronous SRAM---5V Low Power Asynchronous SRAM","IS62C10248AL","http://www.issi.com/US/product-asynchronous-sram.shtml","http://www.issi.com/WW/pdf/62-65C10248AL.pdf","8M","1Mx8","5V","45,55","TSOP2(44),BGA(48)","Prod","-"," "
"issi","SRAM-Asynchronous SRAM---5V Low Power Asynchronous SRAM","IS62C51216AL","http://www.issi.com/US/product-asynchronous-sram.shtml","http://www.issi.com/WW/pdf/62-65C51216AL.pdf"," ","512Kx16","5V","45,55","TSOP2(44),BGA(48)","Prod","-"," "
