"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Type","Vcc","Refsh","Speed","Pkg(Pins)","Status","Models","Comment"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16100E","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S16100E.pdf","16M","1Mx16","SDR","3.3V","2K","200,166,143","TSOP2(50),BGA(60)","EOL","-"," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16100F","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S-VS16100F.pdf"," ","1Mx16","SDR","3.3V","2K","200,166,143","TSOP2(50),BGA(60)","EOL","-"," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16100H","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S16100H.pdf"," ","1Mx16","SDR","3.3V","2K","200,166,143","TSOP2(50),BGA(60)","Prod","-"," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16400J","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S16400J.pdf","64M","4Mx16","SDR","3.3V","4K","200,166,143","TSOP2(54),BGA(54),BGA(60)","Prod",",
    					 "," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32200L","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S32200L.pdf"," ","2Mx32","SDR","3.3V","4K","200,166,143","TSOP2(86),BGA(90)","Prod",","," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S81600F","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S81600F-16800F.pdf","128M","16Mx8","SDR","3.3V","4K","200,166,143","TSOP2(54)","Prod","-","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16800F","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S81600F-16800F.pdf"," ","8Mx16","SDR","3.3V","4K","200,166,143","TSOP2(54),BGA(54)","Prod",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32400F","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S32400F.pdf"," ","4Mx32","SDR","3.3V","4K","166,143,133","TSOP2(86),BGA(90)","Prod",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S83200G","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S83200G-16160G.pdf","256M","32Mx8","SDR","3.3V","8K","200,166,143,133","TSOP2(54),BGA(54)","NR",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S83200J","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S83200J-16160J.pdf"," ","32Mx8","SDR","3.3V","8K","166,143,133","TSOP2(54),BGA(54)","Prod",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16160G","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S83200G-16160G.pdf"," ","16Mx16","SDR","3.3V","8K","200,166,143,133","TSOP2(54),BGA(54)","NR",","," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16160J","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S83200J-16160J.pdf"," ","16Mx16","SDR","3.3V","8K","166,143,133","TSOP2(54),BGA(54)","Prod",","," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32800D","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S32800D.pdf"," ","8Mx32","SDR","3.3V","4K","166,143,133","TSOP2(86),BGA(90)","EOL",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32800G","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S32800G.pdf"," ","8Mx32","SDR","3.3V","4K","166,143,133","BGA(90)","NR","-","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32800J","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S32800J.pdf"," ","8Mx32","SDR","3.3V","4K","166,143,133","TSOP2(86),BGA(90)","Prod",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S86400B","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42S16320B-86400B.pdf","512M","64Mx8","SDR","3.3V","8K","166,143","TSOP2(54)","EOL","-","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S86400D","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45R-S_86400D-16320D-32160D.pdf"," ","64Mx8","SDR","3.3V","8K","166,143,133","TSOP2(54)","NR","-","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S86400F","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45R-S_86400F-16320F.pdf"," ","64Mx8","SDR","3.3V","8K","166,143,133","TSOP2(54)","Prod","-","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16320B","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42S16320B-86400B.pdf"," ","32Mx16","SDR","3.3V","8K","166,143,133","TSOP2(54),BGA(54)","EOL",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16320D","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45R-S_86400D-16320D-32160D.pdf"," ","32Mx16","SDR","3.3V","8K","166,143,133","TSOP2(54),BGA(54)","NR",","," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S16320F","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45R-S_86400F-16320F.pdf"," ","32Mx16","SDR","3.3V","8K","166,143,133","TSOP2(54),BGA(54)","Prod",","," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32160B","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S32160B.pdf"," ","16Mx32","SDR","3.3V","8K","143,133","TSOP2(86),BGA(90)","EOL",",","-"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32160C","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42S32160C.pdf"," ","16Mx32","SDR","3.3V","8K","166,133","BGA(90)","EOL","-","stacked die"
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32160D","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45R-S_86400D-16320D-32160D.pdf"," ","16Mx32","SDR","3.3V","8K","166,143,133","BGA(90)","NR","-"," "
"issi","DRAM-SDR SDRAM---3.3V SDR SDRAM","IS42S32160F","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45R-S-32160F.pdf"," ","16Mx32","SDR","3.3V","8K","166,143,133","TSOP2(86),BGA(90)","Prod",","," "
