"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Type","Vcc","Refsh","Speed(Mhz)","Pkg(Pins)","Status","Models","Comment"
"issi","Mobile DRAM-LPDDR2 SDRAM---PowerSaver™ LPDDR2 SDRAM","IS43/46LD16160A","http://www.issi.com/US/product-dram-lpddr2.shtml","http://www.issi.com/WW/pdf/43-46LD16160A-32800A.pdf","256Mb","16Mx16","LPDDR2","1.2/1.8V","4K","533,400,333","BGA(134),PoP(168)","S=NOW","-"," "
"issi","Mobile DRAM-LPDDR2 SDRAM---PowerSaver™ LPDDR2 SDRAM","IS43/46LD32800A","http://www.issi.com/US/product-dram-lpddr2.shtml","http://www.issi.com/WW/pdf/43-46LD16160A-32800A.pdf"," ","8Mx32","LPDDR2","1.2/1.8V","4K","533,400,333","BGA(134),PoP(168)","S=NOW","-"," "
"issi","Mobile DRAM-LPDDR2 SDRAM---PowerSaver™ LPDDR2 SDRAM","IS43/46LD16320A","http://www.issi.com/US/product-dram-lpddr2.shtml","http://www.issi.com/WW/pdf/43-46LD16320A-32160A.pdf","512M","32Mx16","LPDDR2","1.2/1.8V","4K","533,400,333","BGA(134),PoP(168)","S=NOW","-"," "
"issi","Mobile DRAM-LPDDR2 SDRAM---PowerSaver™ LPDDR2 SDRAM","IS43/46LD32160A","http://www.issi.com/US/product-dram-lpddr2.shtml","http://www.issi.com/WW/pdf/43-46LD16320A-32160A.pdf"," ","16Mx32","LPDDR2","1.2/1.8V","4K","533,400,333","BGA(134),PoP(168)","S=NOW","-"," "
"issi","Mobile DRAM-LPDDR2 SDRAM---PowerSaver™ LPDDR2 SDRAM","IS43/46LD16640A","http://www.issi.com/US/product-dram-lpddr2.shtml","http://www.issi.com/WW/pdf/43-46LD16640A-32320A.pdf","1G","64Mx16","LPDDR2","1.2/1.8V","4K","400,333","BGA(134),PoP(168)","Prod","-"," "
"issi","Mobile DRAM-LPDDR2 SDRAM---PowerSaver™ LPDDR2 SDRAM","IS43/46LD32320A","http://www.issi.com/US/product-dram-lpddr2.shtml","http://www.issi.com/WW/pdf/43-46LD16640A-32320A.pdf"," ","32Mx32","LPDDR2","1.2/1.8V","4K","400,333","BGA(134),PoP(168)","Prod","-"," "
