"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Type","Vcc","Refsh","Speed","Pkg(Pins)","Status","Models","Comment"
"issi","DRAM-SDR SDRAM---Special SDR SDRAM Products","IS42/45S16402J","http://www.issi.com/US/product-dram-SDR.shtml","http://www.issi.com/WW/pdf/42-45S16402J.pdf","64M","4Mx16","SDR","3.3V","4K","200,166,143","TSOP2(54),BGA(54),BGA(60)","Prod","-","Reduced Strength Output Drive"
