"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Burst","Speed(Mhz)","Status","Models","Comments/Previous revision"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB41M36C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB42M18C-1M36C.pdf"," ","1Mx36","4","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB42M18A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB42M18A-1M36A.pdf"," ","2Mx18","4","250,300,333","Prod","-","-"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB42M18C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB42M18C-1M36C.pdf"," ","2Mx18","4","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB21M36A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB22M18A-1M36A.pdf"," ","1Mx36","2","250,300,333","Prod","-","-"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB21M36C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB22M18C-1M36C.pdf"," ","1Mx36","2","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDSB21M36A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDSB22M18A-1M36A.pdf"," ","1Mx36","2","250,300,333","Prod","-","Separate I/O"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDSB21M36C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDSB22M18C-1M36C.pdf"," ","1Mx36","2","250,300,333,400","Prod","-","Separate I/O"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB22M18A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB22M18A-1M36A.pdf"," ","2Mx18","2","250,300,333","Prod","-","-"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB22M18C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB22M18C-1M36C.pdf.pdf"," ","2Mx18","2","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDSB22M18A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDSB22M18A-1M36A.pdf"," ","2Mx18","2","250,300,333","Prod","-","Separate I/O"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDSB22M18C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDSB22M18C-1M36C.pdf"," ","2Mx18","2","250,300,333,400","Prod","-","Separate I/O"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB42M36A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB44M18A-2M36A.pdf","72M","2Mx36","4","250,300,333","Prod","-",","
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB44M18A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB44M18A-2M36A.pdf"," ","4Mx18","4","250,300,333","Prod","-",","
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB22M36A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB24M18A-2M36A.pdf"," ","2Mx36","2","250,300,333","Prod","-",","
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB24M18A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB24M18A-2M36A.pdf"," ","4Mx18","2","250,300,333","Prod","-",","
