"brand","Series","PartNo","DetailLink","dataSheet","Den","Org","Burst","Speed(Mhz)","Status","Models","Comments/Previous revision"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB41M18A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB41M18A-51236A.pdf","18M","1Mx18","4","250,300,333","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB41M18C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB41M18C-51236C.pdf"," ","1Mx18","4","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB451236A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB41M18A-51236A.pdf"," ","512Kx36","4","250,300,333","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB451236C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB41M18C-51236C.pdf"," ","512Kx36","4","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB21M18A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB21M18A-51236A.pdf"," ","1Mx18","2","250,300,333","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB21M18C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB21M18C-51236C.pdf"," ","1Mx18","2","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDSB21M18C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDSB21M18C-51236C.pdf"," ","1Mx18","2","250,300,333,400","Prod","-","Separate I/O"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB251236A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB21M18A-51236A.pdf"," ","512Kx36","2","250,300,333","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB251236C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB21M18C-51236C.pdf"," ","512Kx36","2","250,300,333,400","Prod","-"," "
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDSB251236C","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDSB21M18C-51236C.pdf"," ","512Kx36","2","250,300,333,400","Prod","-","Separate I/O"
"issi","SRAM-QUAD/QUADP & DDR-II/DDR-IIP---DDR-II, Common I/O, Separate I/O","IS61DDB41M36A","http://www.issi.com/US/product-quad_p_ddr2_p.shtml","http://www.issi.com/WW/pdf/61DDB42M18A-1M36A.pdf","36M","1Mx36","4","250,300,333","Prod","-","-"
